ID,filename,channel_num,channel_letter,chamber,set_number,average_speed,total_flight_time,distance,shortest_flying_bout,longest_flying_bout,portion_flying,total_duration,max_speed,box,test_date,days_from_start,time_start,sex,population,host_plant,flew,died?,flight_type,flight_details,NOTES,mass,short-wing?,eggs,time_end,latitude,lon+N:AEgitude,trial_type,days_from_start
156,set021-10-21-19-B3.txt,3,B,B-3,21,0,0,0,0,0,0,1800,0,D,10.21,6,9:00,F,Lake Wales,K. elegans,N,,,,,,,,,27.903346,-81.589461,T30,
96,set021-10-21-19-B4.txt,4,B,B-4,21,0.282868702,1796.3,502.64,0,1796.3,0.997944444,1800,0.3926875,A,10.21,6,9:00,M,Homestead,K. elegans,Y,,C,continuous,,,,,,25.491968,-80.48562,T30,
136,set022-10-21-19-A1.txt,1,A,A-1,22,0.178080824,1275.9,3.7698,0,1268,0.708833333,1800,0.25132,B,10.21,6,10:00,M,Homestead,K. elegans,Y,,B,bursts,paint came off at 40%,,,,,25.491968,-80.48562,T30,
214,set022-10-21-19-A2.txt,2,A,A-2,22,0,0,1.2566,0,0,0,1800,0,E,10.21,6,10:00,M,North Key Largo,C. corindum ,N,,,,,,,,,25.1948419,-80.34590136,T30,
152,set022-10-21-19-A3.txt,3,A,A-3,22,0.258328946,805.7,5.6547,0,801.6,0.447611111,1800,0.330684211,D,10.21,6,10:00,M,Lake Wales,K. elegans,Y,,B,bursts,,,,,,27.903346,-81.589461,T30,
330,set022-10-21-19-A4.txt,4,A,A-4,22,0,0,0,0,0,0,1800,0,C,10.21,6,10:00,M,Lake Placid,K. elegans,Y,,C,continuous,,,,,,27.29866003,-81.36611608,T30,
134,set022-10-21-19-B1.txt,1,B,B-1,22,0.163737971,17.4,4.3981,0,9.2,0.009666667,1800,0.209433333,B,10.21,6,10:00,M,Homestead,K. elegans,Y,,B,bursts,,,,,,25.491968,-80.48562,T30,
272,set022-10-21-19-B2.txt,2,B,B-2,22,0,0,0,0,0,0,1800,0,C,10.21,6,10:00,F,North Key Largo,C. corindum ,N,Y,,,died immediately after trial;should probably be excluded,,,,,25.28636983,-80.29077075,T30,
204,set022-10-21-19-B3.txt,3,B,B-3,22,0,0,0,0,0,0,1800,0,E,10.21,6,10:00,M,North Key Largo,C. corindum ,N,,,,,,,,,25.1948419,-80.34590136,T30,
391,set022-10-21-19-B4.txt,4,B,B-4,22,0.147633507,423.1,5.6547,0,412.5,0.235055556,1800,0.184794118,Petri1,10.21,6,10:00,M,Leesburg,K. elegans,N,,,,,,,,,28.81298,-81.877895,T30,
48,set023-10-21-19-A1.txt,1,A,A-1,23,0.195641882,26.7,6.9113,0,21.3,0.014833333,1800,0.273173913,A,10.21,6,10:40,F,Key Largo,C. corindum ,N,,,,,,,Y,,25.187398,-80.358596,T30,
205,set023-10-21-19-A2.txt,2,A,A-2,23,0.11750978,0,2.5132,0,0,0,1800,0.133680851,E,10.21,6,10:40,M,North Key Largo,C. corindum ,N,,,,,,,,,25.1948419,-80.34590136,T30,
348,set023-10-21-19-A3.txt,3,A,A-3,23,0.237844341,1707,379.4932,87.6,1479.8,0.948333333,1800,0.369588235,D,10.21,6,10:40,M,Lake Placid,K. elegans,Y,,C,,,,,,,27.29866003,-81.36611608,T30,
234,set023-10-21-19-A4.txt,4,A,A-4,23,0,0,0,0,0,0,1800,0,E,10.21,6,10:40,F,North Key Largo,C. corindum ,N,,,,,,,Y,,25.25647566,-80.31068981,T30,
320,set023-10-21-19-B1.txt,1,B,B-1,23,0,0,0,0,0,0,1800,0,C,10.21,6,10:40,F,Lake Placid,K. elegans,N,,,,,,,Y,,27.29866003,-81.36611608,T30,
263,set023-10-21-19-B2.txt,2,B,B-2,23,0,0,1.2566,0,0,0,1800,0,C,10.21,6,10:40,F,North Key Largo,C. corindum ,N,,,,,,,Y,,25.28636983,-80.29077075,T30,
376,set023-10-21-19-B3.txt,3,B,B-3,23,0.451999196,1797.8,807.3655,0,1797.8,0.998777778,1800,0.6283,D,10.21,6,10:40,F,Leesburg,K. elegans,Y,,C,continuous,,,,Y,,28.81298,-81.877895,T30,
408,set023-10-21-19-B4.txt,4,B,B-4,23,0.145560025,731.3,4.3981,0,722.1,0.406277778,1800,0.190393939,D,10.21,6,10:40,M,Gainesville,K. elegans,N,,,,,,,,,29.661821,-82.347211,T30,
54,set024-10-21-19-A1.txt,1,A,A-1,24,0.219316356,1496.4,5.0264,0,1483,0.831333333,1800,0.31415,B,10.21,6,11:20,M,Key Largo,C. corindum ,Y,,B,bursts,non-J.haematoloma,,,,,25.187398,-80.358596,T30,
76,set024-10-21-19-A2.txt,2,A,A-2,24,0.151757552,1119.4,3.1415,0,1113.3,0.621888889,1800,0.149595238,B,10.21,6,11:20,F,North Key Largo,C. corindum ,N,,,,,,,Y,,25.1755048,-80.36782055,T30,
189,set024-10-21-19-A3.txt,3,A,A-3,24,0,0,0,0,0,0,1800,0,E,10.21,6,11:20,M,North Key Largo,C. corindum ,N,,,,,,,,,25.18229498,-80.36369887,T30,
270,set024-10-21-19-A4.txt,4,A,A-4,24,0,0,0,0,0,0,1800,0,C,10.21,6,11:20,F,North Key Largo,C. corindum ,N,,,,,,,Y,,25.28636983,-80.29077075,T30,
286,set025-10-21-19-A1.txt,1,A,A-1,25,0.21933646,1724.3,165.2429,0,973,0.957944444,1800,0.330684211,Petri2,10.21,6,12:00,M,North Key Largo,C. corindum ,Y,,C,continuous,,,,,,25.28636983,-80.29077075,T30,
417,set025-10-21-19-A2.txt,2,A,A-2,25,0.154825643,715.9,5.6547,0,701.3,0.397722222,1800,0.190393939,D,10.21,6,12:00,M,Gainesville,K. elegans,N,,,,,,,,,29.661821,-82.347211,T30,
308,set025-10-21-19-A3.txt,3,A,A-3,25,0.231904943,728,10.6811,0,689.8,0.404444444,1800,0.448785714,C,10.21,6,12:00,M,Lake Placid,K. elegans,Y,,B,bursts,,,,,,27.29866003,-81.36611608,T30,
154,set025-10-21-19-A4.txt,4,A,A-4,25,0,0,0,0,0,0,1800,0,D,10.21,6,12:00,F,Lake Wales,K. elegans,N,,,,,,,Y,,27.903346,-81.589461,T30,
111,set026-10-21-19-A1.txt,1,A,A-1,26,0.183725206,538.9,23.2471,219.5,221.5,0.299388889,1800,0.330684211,A,10.21,6,12:35,M,Homestead,K. elegans,Y,,B,bursts,,,,,,25.491968,-80.48562,T30,
91,set026-10-21-19-A2.txt,2,A,A-2,26,0.285546977,1648.8,121.2619,0,1231.4,0.916,1800,0.369588235,Petri1,10.21,6,12:35,M,Homestead,K. elegans,Y,,C,continuous,,,,,,25.491968,-80.48562,T30,
404,set026-10-21-19-A3.txt,3,A,A-3,26,0.223238793,1087.1,9.4245,0,387.4,0.603944444,1800,0.330684211,Petri2,10.21,6,12:35,F,Gainesville,K. elegans,Y,,B,bursts,,,,Y,,29.661821,-82.347211,T30,
353,set026-10-21-19-A4.txt,4,A,A-4,26,0,0,0,0,0,0,1800,0,D,10.21,6,12:35,M,Lake Placid,K. elegans,N,,,,,,,,,27.29866003,-81.36611608,T30,
159,set027-10-21-19-A1.txt,1,A,A-1,27,0.170732438,22.1,5.6547,0,22.1,0.012277778,1800,0.190393939,D,10.21,6,1:10,M,Lake Wales,K. elegans,N,,,,,,,,,27.903346,-81.589461,T30,
46,set027-10-21-19-A2.txt,2,A,A-2,27,0.256448408,374.9,3.7698,0,350,0.208277778,1800,0.165342105,A,10.21,6,1:10,F,Key Largo,C. corindum ,N,,,,,,,Y,,25.187398,-80.358596,T30,
50,set027-10-21-19-A3.txt,3,A,A-3,27,0.187929018,0,5.0264,0,0,0,1800,0.179514286,B,10.21,6,1:10,M,Key Largo,C. corindum ,Y,,B,bursts,,,,,,25.187398,-80.358596,T30,
84,set027-10-21-19-A4.txt,4,A,A-4,27,0,0,0,0,0,0,1800,0,B,10.21,6,1:10,M,North Key Largo,C. corindum ,Y,,B,bursts,,,,,,25.173694,-80.371532,T30,
12,set027-10-21-19-B1.txt,1,B,B-1,27,0,0,0,0,0,0,1800,0,A,10.21,6,1:10,F,Plantation Key,C. corindum ,N,,,,,,,Y,,24.96448253,-80.56738908,T30,
213,set027-10-21-19-B2.txt,2,B,B-2,27,0,0,0.6283,0,0,0,1800,0,E,10.21,6,1:10,M,North Key Largo,C. corindum ,N,,,,,,,,,25.1948419,-80.34590136,T30,
16,set027-10-21-19-B3.txt,3,B,B-3,27,0,0,0,0,0,0,1800,0,A,10.21,6,1:10,F,Plantation Key,C. corindum ,N,,,,,,,,,24.96448253,-80.56738908,T30,
183,set027-10-21-19-B4.txt,4,B,B-4,27,0.225390885,842.1,38.3263,78.1,376.5,0.467833333,1800,0.698111111,Petri1,10.21,6,1:10,M,North Key Largo,C. corindum ,Y,,B,bursts,,,,,,25.18229498,-80.36369887,T30,
18,set028-10-21-19-A1.txt,1,A,A-1,28,0,0,0,0,0,0,1800,0,A,10.21,6,3:25,M,Plantation Key,C. corindum ,N,,,,,,,,,24.96448253,-80.56738908,T30,
59,set028-10-21-19-A2.txt,2,A,A-2,28,0,0,0,0,0,0,1800,0,B,10.21,6,3:25,M,Key Largo,C. corindum ,N,,,,,,,,,25.187398,-80.358596,T30,
337,set028-10-21-19-A3.txt,3,A,A-3,28,0.103,0,3.7698,0,0,0,1800,0,D,10.21,6,3:25,M,Lake Placid,K. elegans,N,,,,,,,,,27.29866003,-81.36611608,T30,
319,set028-10-21-19-A4.txt,4,A,A-4,28,0.458455366,1796.3,821.8164,0,1796.3,0.997944444,1800,0.523583333,C,10.21,6,3:25,F,Lake Placid,K. elegans,Y,,C,continuous,,,,Y,,27.29866003,-81.36611608,T30,
311,set028-10-21-19-B1.txt,1,B,B-1,28,0,0,1.2566,0,0,0,1800,0,C,10.21,6,3:25,M,Lake Placid,K. elegans,Y,,B,bursts,,,,,,27.29866003,-81.36611608,T30,
245,set028-10-21-19-B2.txt,2,B,B-2,28,0.243879605,0,2.5132,0,0,0,1800,0.157075,E,10.21,6,3:25,F,North Key Largo,C. corindum ,N,,,,,,,Y,,25.27352007,-80.30428184,T30,
252,set028-10-21-19-B3.txt,3,B,B-3,28,0,0,0,0,0,0,1800,0,E,10.21,6,3:25,F,North Key Largo,C. corindum ,N,,,,,,,Y,,25.252842,-80.311826,T30,
284,set028-10-21-19-B4.txt,4,B,B-4,28,0,0,0,0,0,0,1800,0,C,10.21,6,3:25,M,North Key Largo,C. corindum ,N,,,,,,,,,25.28636983,-80.29077075,T30,
323,set029-10-21-19-A1.txt,1,A,A-1,29,0.312392389,1797.3,549.7625,0,1797.3,0.9985,1800,0.523583333,C,10.21,6,4:10,M,Lake Placid,K. elegans,Y,,C,continuous,,,,,,27.29866003,-81.36611608,T30,
90,set029-10-21-19-A2.txt,2,A,A-2,29,0.27982091,279.9,6.283,132,143.1,0.1555,1800,0.523583333,Petri1,10.21,6,4:10,F,Homestead,K. elegans,Y,,B,bursts,,,,,,25.491968,-80.48562,T30,
340,set029-10-21-19-A3.txt,3,A,A-3,29,0,0,0,0,0,0,1800,0,D,10.21,6,4:10,F,Lake Placid,K. elegans,N,,,,,,,,,27.29866003,-81.36611608,T30,
65,set029-10-21-19-A4.txt,4,A,A-4,29,0,0,0,0,0,0,1800,0,B,10.21,6,4:10,F,Key Largo,C. corindum ,N,,,,,,,Y,,25.187398,-80.358596,T30,
336,set029-10-21-19-B1.txt,1,B,B-1,29,0.203022914,46.4,5.0264,0,32.8,0.025777778,1800,0.241653846,D,10.21,6,4:10,F,Lake Placid,K. elegans,Y,,B,bursts,,,,Y,,27.29866003,-81.36611608,T30,
343,set029-10-21-19-B2.txt,2,B,B-2,29,0,0,0,0,0,0,1800,0,D,10.21,6,4:10,M,Lake Placid,K. elegans,N,,,,,,,,,27.29866003,-81.36611608,T30,
409,set029-10-21-19-B3.txt,3,B,B-3,29,0,0,0.6283,0,0,0,1800,0,D,10.21,6,4:10,M,Gainesville,K. elegans,N,,,,,,,,,29.661821,-82.347211,T30,
342,set029-10-21-19-B4.txt,4,B,B-4,29,0,0,0,0,0,0,1800,0,D,10.21,6,4:10,F,Lake Placid,K. elegans,N,,,,,,,,,27.29866003,-81.36611608,T30,
119,set030-10-21-19-A1.txt,1,A,A-1,30,0.157173233,0,1.8849,0,0,0,1800,0.153243902,A,10.21,6,4:50,M,Homestead,K. elegans,N,,,,,,,,,25.491968,-80.48562,T30,
2,set030-10-21-19-A2.txt,2,A,A-2,30,0,0,0,0,0,0,1800,0,Petri1,10.21,6,4:50,F,Plantation Key,C. corindum ,N,,,,,,,Y,,24.985185,-80.547098,T30,
380,set030-10-21-19-A3.txt,3,A,A-3,30,0.345243194,1791.7,615.1057,0,1791.7,0.995388889,1800,0.448785714,D,10.21,6,4:50,F,Leesburg,K. elegans,Y,,C,continuous,,,,Y,,28.81298,-81.877895,T30,
245,set031-10-23-19-A1.txt,1,A,A-1,31,0,0,0.6283,0,0,0,3600,0,,10.23,8,9:00am,F,North Key Largo,C. corindum ,N,Y,,,,,N,Y,,25.27352007,-80.30428184,T60,
333,set031-10-23-19-A2.txt,2,A,A-2,31,0,0,1.2566,0,0,0,3600,0,,10.23,8,9:00am,F,Lake Placid,K. elegans,N,,,,,,N,Y,,27.29866003,-81.36611608,T60,
329,set031-10-23-19-A3.txt,3,A,A-3,31,0.218260721,3355.9,631.4415,156.9,1672.1,0.932194444,3600,0.483307692,,10.23,8,9:00am,M,Lake Placid,K. elegans,Y,,C,continuous; 60+ min,,,N,,,27.29866003,-81.36611608,T60,
226,set031-10-23-19-A4.txt,4,A,A-4,31,0.208704897,17.4,9.4245,0,11.3,0.004833333,3600,0.330684211,,10.23,8,9:00am,M,North Key Largo,C. corindum ,Y,,B,burst,,,N,,,25.25647566,-80.31068981,T60,
103,set031-10-23-19-B1.txt,1,B,B-1,31,0.275141211,3468.7,887.1596,0,1948.6,0.963527778,3600,0.523583333,,10.23,8,9:00am,M,Homestead,K. elegans,Y,,C,continuous; 60+ min,,,N,,,25.491968,-80.48562,T60,
96,set031-10-23-19-B2.txt,2,B,B-2,31,0.258289878,3481.6,853.2314,0,3481.6,0.967111111,3600,0.3926875,,10.23,8,9:00am,M,Homestead,K. elegans,Y,,C,continuous; 60+ min,,,N,,,25.491968,-80.48562,T60,
109,set031-10-23-19-B3.txt,3,B,B-3,31,0.306317763,66.7,20.7339,0,30.2,0.018527778,3600,0.523583333,,10.23,8,9:00am,F,Homestead,K. elegans,Y,,B,burst,,,N,Y,,25.491968,-80.48562,T60,
390,set031-10-23-19-B4.txt,4,B,B-4,31,0,0,1.2566,0,0,0,3600,0,P,10.23,8,9:00am,M,Leesburg,K. elegans,N,,,,,,N,,,28.81298,-81.877895,T60,
421,set032-10-23-19-A1.txt,1,A,A-1,32,0,0,0,0,0,0,3600,0,,10.23,8,10:00am,M,Gainesville,K. elegans,N,Y,,,,,N,,,29.661821,-82.347211,T60,
65,set032-10-23-19-A2.txt,2,A,A-2,32,0,0,1.2566,0,0,0,3600,0,,10.23,8,10:00am,F,Key Largo,C. corindum ,N,,,,,,N,Y,,25.187398,-80.358596,T60,
125,set032-10-23-19-A3.txt,3,A,A-3,32,0.206774944,2586.6,277.0803,0,1409.4,0.7185,3600,0.3926875,,10.23,8,10:00am,M,Homestead,K. elegans,Y,,C,continuous; 60+ min,,,N,,,25.491968,-80.48562,T60,
197,set032-10-23-19-A4.txt,4,A,A-4,32,0.242086918,2174.3,2.5132,0,2171.2,0.603972222,3600,0.31415,,10.23,8,10:00am,M,North Key Largo,C. corindum ,Y,,B,burst,,,N,,,25.1948419,-80.34590136,T60,
402,set032-10-23-19-B1.txt,1,B,B-1,32,0,0,0,0,0,0,3600,0,P,10.23,8,10:00am,M,Gainesville,K. elegans,N,,,,,,N,,,29.661821,-82.347211,T60,
74,set032-10-23-19-B2.txt,2,B,B-2,32,0,0,0.6283,0,0,0,3600,0,,10.23,8,10:00am,F,North Key Largo,C. corindum ,N,Y,,,,,N,Y,,25.1755048,-80.36782055,T60,
235,set032-10-23-19-B3.txt,3,B,B-3,32,0.3290028,3507.1,990.8291,266.8,2450.5,0.974194444,3600,0.523583333,,10.23,8,10:00am,F,North Key Largo,C. corindum ,Y,,C,continuous; 60+ min,,,N,Y,,25.25647566,-80.31068981,T60,
351,set032-10-23-19-B4.txt,4,B,B-4,32,0.376852816,3561.3,1332.6243,0,3561.3,0.98925,3600,0.483307692,,10.23,8,10:00am,M,Lake Placid,K. elegans,Y,,C,continuous; 60+ min,,,N,,,27.29866003,-81.36611608,T60,
319,set033-10-23-19-A1.txt,1,A,A-1,33,0.409782799,3594.8,1446.9749,0,3594.8,0.998555556,3600,0.6283,,10.23,8,1:00pm,F,Lake Placid,K. elegans,Y,,C,continuous; 60+ min,,,N,Y,,27.29866003,-81.36611608,T60,
262,set033-10-23-19-A2.txt,2,A,A-2,33,0.290312208,2938,18.849,214.7,2635.9,0.816111111,3600,0.6283,,10.23,8,1:00pm,M,North Key Largo,C. corindum ,Y,,B,bursts,,,N,,,25.28636983,-80.29077075,T60,
136,set033-10-23-19-A3.txt,3,A,A-3,33,0.332159042,1285.3,422.2176,0,1285.3,0.357027778,3600,0.698111111,,10.23,8,1:00pm,M,Homestead,K. elegans,Y,,C,continuous; 60+ min,started at 35 min,,N,,,25.491968,-80.48562,T60,
296,set033-10-23-19-A4.txt,4,A,A-4,33,0.210232051,1569.1,16.3358,0,815.1,0.435861111,3600,0.3926875,P,10.23,8,1:00pm,F,Lake Placid,K. elegans,Y,,B,bursts,,,,Y,,27.29866003,-81.36611608,T60,
375,set033-10-23-19-B1.txt,1,B,B-1,33,0,0,0,0,0,0,3600,0,P,10.23,8,1:00pm,F,Leesburg,K. elegans,N,,,,,,N,Y,,28.81298,-81.877895,T60,
254,set033-10-23-19-B2.txt,2,B,B-2,33,0,0,1.2566,0,0,0,3600,0,,10.23,8,1:00pm,M,North Key Largo,C. corindum ,N,,,,,,N,,,25.28636983,-80.29077075,T60,
376,set033-10-23-19-B4.txt,4,B,B-4,33,0.401577186,3512.5,1362.1544,0,2753.6,0.975694444,3600,0.483307692,,10.23,8,1:00pm,F,Leesburg,K. elegans,Y,,C,continuous; 60+ min,readjusted at times; bug rotated as it flew,,N,Y,,28.81298,-81.877895,T60,
153,set034-10-23-19-A1.txt,1,A,A-1,34,0,0,0,0,0,0,3600,0,,10.23,8,2:15pm,F,Lake Wales,K. elegans,N,,,,,,N,Y,,27.903346,-81.589461,T60,
95,set034-10-23-19-A2.txt,2,A,A-2,34,0.484372349,2997,1424.3561,0,2997,0.8325,3600,0.6283,,10.23,8,2:15pm,F,Homestead,K. elegans,Y,,C,continuous; 60+ min,,,N,Y,,25.491968,-80.48562,T60,
213,set034-10-23-19-A3.txt,3,A,A-3,34,0,0,0,0,0,0,3600,0,,10.23,8,2:15pm,M,North Key Largo,C. corindum ,N,,,,,,N,,,25.1948419,-80.34590136,T60,
286,set034-10-23-19-A4.txt,4,A,A-4,34,0.261042438,3570.3,894.6992,209.9,3360.4,0.99175,3600,0.31415,P,10.23,8,2:15pm,M,North Key Largo,C. corindum ,Y,,C,continuous; 60+ min,,,N,,,25.28636983,-80.29077075,T60,
300,set034-10-23-19-B1.txt,1,B,B-1,34,0,0,0,0,0,0,3600,0,,10.23,8,2:15pm,M,Lake Placid,K. elegans,N,,,,,,N,,,27.29866003,-81.36611608,T60,
280,set034-10-23-19-B2.txt,2,B,B-2,34,0,0,0.6283,0,0,0,3600,0,,10.23,8,2:15pm,M,North Key Largo,C. corindum ,N,,,,,,N,,,25.28636983,-80.29077075,T60,
50,set034-10-23-19-B3.txt,3,B,B-3,34,0.289719056,1118.8,21.3622,0,392.4,0.310777778,3600,0.523583333,,10.23,8,2:15pm,M,Key Largo,C. corindum ,Y,,B,bursts,,,N,,,25.187398,-80.358596,T60,
279,set034-10-23-19-B4.txt,4,B,B-4,34,0.358903781,3595.1,1270.4226,0,3595.1,0.998638889,3600,0.483307692,,10.23,8,2:15pm,M,North Key Largo,C. corindum ,Y,,C,continuous; 60+ min,,,N,,,25.28636983,-80.29077075,T60,
58,set035-10-23-19-B1.txt,1,B,B-1,35,0,0,0,0,0,0,3600,0,,10.23,8,3:25pm,F,Key Largo,C. corindum ,,Y,,,,,N,,,25.187398,-80.358596,T60,
91,set035-10-23-19-B2.txt,2,B,B-2,35,0.279816509,3595.5,989.5725,0,3595.5,0.99875,3600,0.418866667,P,10.23,8,3:25pm,M,Homestead,K. elegans,Y,Y,C,continuous; 60+ min,,,N,,,25.491968,-80.48562,T60,
276,set035-10-23-19-B3.txt,3,B,B-3,35,0.445031449,3574.6,1580.8028,0,3574.6,0.992944444,3600,0.571181818,,10.23,8,3:25pm,M,North Key Largo,C. corindum ,Y,,C,continuous; 60+ min,,,N,,,25.28636983,-80.29077075,T60,
118,set035-10-23-19-B4.txt,4,B,B-4,35,0.345925275,407.3,3.1415,0,403.6,0.113138889,3600,0.483307692,,10.23,8,3:25pm,F,Homestead,K. elegans,N,,,,trial ended at 30 min because paint fell off,,N,,,25.491968,-80.48562,T60,
159,set036-10-24-19-B1.txt,1,B,B-1,36,0,0,0,0,0,0,3600,0,,10.24,9,9:00am,M,Lake Wales,K. elegans,N,,,,,,N,,,27.903346,-81.589461,T60,
67,set036-10-24-19-B2.txt,2,B,B-2,36,0.432078121,1241,20.7339,0,807.5,0.344722222,3600,1.2566,P,10.24,9,9:00am,M,North Key Largo,C. corindum ,Y,,B,bursts,,,N,,,25.1755048,-80.36782055,T60,
321,set036-10-24-19-B3.txt,3,B,B-3,36,0,0,0,0,0,0,3600,0,,10.24,9,9:00am,M,Lake Placid,K. elegans,N,,,,,,N,,,27.29866003,-81.36611608,T60,
183,set036-10-24-19-B4.txt,4,B,B-4,36,0.275898251,3223.2,855.1163,72.8,3046.7,0.895333333,3600,0.483307692,P,10.24,9,9:00am,M,North Key Largo,C. corindum ,Y,,C,continuous; 60+ min,,,N,,,25.18229498,-80.36369887,T60,
49,set037-10-24-19-A1.txt,1,A,A-1,37,0.423776254,3597.4,1454.5145,0,3597.4,0.999277778,3600,0.698111111,,10.24,9,10:10am,M,Key Largo,C. corindum ,Y,Y,C,continuous; 60+ min,,,N,,,25.187398,-80.358596,T60,
323,set037-10-24-19-A2.txt,2,A,A-2,37,0.318369888,1369.1,332.999,234.8,825.4,0.380305556,3600,0.448785714,,10.24,9,10:10am,M,Lake Placid,K. elegans,Y,,BC,bursts to continuous; 60+ min,,,N,,,27.29866003,-81.36611608,T60,
107,set037-10-24-19-A3.txt,3,A,A-3,37,0,0,0,0,0,0,3600,0,,10.24,9,10:10am,F,Homestead,K. elegans,N,,,,,,N,Y,,25.491968,-80.48562,T60,
320,set037-10-24-19-A4.txt,4,A,A-4,37,0,0,0,0,0,0,3600,0,,10.24,9,10:10am,F,Lake Placid,K. elegans,N,,,,,,N,Y,,27.29866003,-81.36611608,T60,
380,set037-10-24-19-B1.txt,1,B,B-1,37,0.26817552,2999.3,746.4204,0,2986.3,0.833138889,3600,0.418866667,,10.24,9,10:10am,F,Leesburg,K. elegans,Y,,C,continuous; 60+ min,,,N,Y,,28.81298,-81.877895,T60,
208,set037-10-24-19-B2.txt,2,B,B-2,37,0.512547427,48.3,17.5924,0,32.8,0.013416667,3600,1.2566,,10.24,9,10:10am,F,North Key Largo,C. corindum ,N,,,,,,N,Y,,25.1948419,-80.34590136,T60,
404,set037-10-24-19-B3.txt,3,B,B-3,37,0.376939115,2412,423.4742,0,1274.8,0.67,3600,0.523583333,P,10.24,9,10:10am,F,Gainesville,K. elegans,Y,,BC,bursts to continuous; 60+ min,,,N,Y,,29.661821,-82.347211,T60,
116,set037-10-24-19-B4.txt,4,B,B-4,37,0.298543119,3541.8,1019.1026,0,3541.8,0.983833333,3600,0.483307692,,10.24,9,10:10am,F,Homestead,K. elegans,Y,,BC,bursts to continuous; 60+ min,,,N,,,25.491968,-80.48562,T60,
318,set038-10-24-19-B1.txt,1,B,B-1,38,0.25132,0,3.1415,0,0,0,7200,0,,10.24,9,11:20am,M,Lake Placid,K. elegans,Y,,B,bursts,,,N,,,27.29866003,-81.36611608,T60,
149,set038-10-24-19-B2.txt,2,B,B-2,38,0.35151826,2790.2,35.8131,0,1203,0.387527778,7200,0.483307692,,10.24,9,11:20am,F,Lake Wales,K. elegans,N,,,,,,N,Y,,27.903346,-81.589461,T60,
253,set038-10-24-19-B3.txt,3,B,B-3,38,0.571181818,0,1.8849,0,0,0,7200,0,,10.24,9,11:20am,F,North Key Largo,C. corindum ,N,,,,,,N,Y,,25.28636983,-80.29077075,T60,
134,set038-10-24-19-B4.txt,4,B,B-4,38,0.347623018,2560.1,742.6506,0,2187.5,0.355569444,7200,0.448785714,,10.24,9,11:20am,M,Homestead,K. elegans,Y,,CB,continuous to bursts,,,N,,,25.491968,-80.48562,T60,
203,set039-10-24-19-A1.txt,1,A,A-1,39,0,0,0.6283,0,0,0,3600,0,,10.24,9,12:35pm,F,North Key Largo,C. corindum ,N,,,,,,N,Y,,25.1948419,-80.34590136,T60,
198,set039-10-24-19-A2.txt,2,A,A-2,39,0.133680851,0,3.1415,0,0,0,3600,0,,10.24,9,12:35pm,F,North Key Largo,C. corindum ,N,,,,,,N,Y,,25.1948419,-80.34590136,T60,
123,set039-10-24-19-A3.txt,3,A,A-3,39,0.217119169,23.4,6.9113,0,20.7,0.0065,3600,0.285590909,,10.24,9,12:35pm,M,Homestead,K. elegans,Y,,B,bursts,,,N,,,25.491968,-80.48562,T60,
282,set039-10-24-19-A4.txt,4,A,A-4,39,0,0,0,0,0,0,3600,0,,10.24,9,12:35pm,M,North Key Largo,C. corindum ,N,Y,,,,,N,,,25.28636983,-80.29077075,T60,
66,set039-10-24-19-B1.txt,1,B,B-1,39,0,0,0,0,0,0,3600,0,P,10.24,9,12:35pm,F,North Key Largo,C. corindum ,N,Y,,,,,N,Y,,25.1755048,-80.36782055,T60,
343,set039-10-24-19-B2.txt,2,B,B-2,39,0,0,0,0,0,0,3600,0,,10.24,9,12:35pm,M,Lake Placid,K. elegans,N,,,,,,N,,,27.29866003,-81.36611608,T60,
68,set039-10-24-19-B3.txt,3,B,B-3,39,0.227711222,2051.4,187.8617,0,792.9,0.569833333,3600,0.483307692,P,10.24,9,12:35pm,M,North Key Largo,C. corindum ,Y,,BC,bursts to continuous; 60+ min,,,N,Y,,25.1755048,-80.36782055,T60,
69,set039-10-24-19-B4.txt,4,B,B-4,39,0.3926875,0,1.8849,0,0,0,3600,0.261791667,P,10.24,9,12:35pm,F,North Key Largo,C. corindum ,N,,,,,,N,Y,,25.1755048,-80.36782055,T60,
81,set040-10-24-19-A1.txt,1,A,A-1,40,0.10994294,0,1.8849,0,0,0,3600,0.11854717,,10.24,9,1:40pm,M,North Key Largo,C. corindum ,N,,,,,0.042,N,,,25.173694,-80.371532,T60,
263,set040-10-24-19-A2.txt,2,A,A-2,40,0.273173913,0,1.8849,0,0,0,3600,0,,10.24,9,1:40pm,F,North Key Largo,C. corindum ,N,,,,,0.093,N,Y,,25.28636983,-80.29077075,T60,
229,set040-10-24-19-A3.txt,3,A,A-3,40,0.334511574,1662,4.3981,0,1238.4,0.461666667,3600,0.3926875,,10.24,9,1:40pm,F,North Key Largo,C. corindum ,N,,,,,0.061,N,Y,,25.25647566,-80.31068981,T60,
92,set040-10-24-19-A4.txt,4,A,A-4,40,0,0,0,0,0,0,3600,0,,10.24,9,1:40pm,M,Homestead,K. elegans,Y,,B,bursts,,0.046,N,,,25.491968,-80.48562,T60,
48,set041-10-25-19-A1.txt,1,A,A-1,41,0,0,0,0,0,0,3600,0,,10.25,10,9:25am,F,Key Largo,C. corindum ,N,,,,,0.102,N,Y,,25.187398,-80.358596,T60,
