pophost,population,sex,beak,thorax,wing,body,month,year,months_since_start,season,w_morph,lat,long,diapause,field_date_collected,notes
K.elegans,Leesburg,M,5.59,2.99,7.82,11.02,February,2020,81,winter,L,28.7963435,-81.8778849,non-diapausing,2.7.2020,
K.elegans,Leesburg,M,5.35,2.92,7.45,10.24,February,2020,81,winter,L,28.7963435,-81.8778849,non-diapausing,2.7.2020,
K.elegans,Leesburg,F,6.14,3.66,8.79,12.14,February,2020,81,winter,L,28.7963435,-81.8778849,non-diapausing,2.7.2020,
K.elegans,Leesburg,F,6.17,2.97,8.04,11.35,February,2020,81,winter,L,28.7963435,-81.8778849,non-diapausing,2.7.2020,
K.elegans,Leesburg,F,6.07,3.45,8.93,12.33,February,2020,81,winter,L,28.7963435,-81.8778849,non-diapausing,2.7.2020,
K.elegans,Leesburg,M,5.99,3.22,8.59,11.72,February,2020,81,winter,L,28.7963435,-81.8778849,non-diapausing,2.7.2020,wings torn at the end
K.elegans,Gainesville,M,6.3,3.33,8.29,11.49,February,2020,81,winter,L,29.66200224,-82.347313,non-diapausing,2.9.2020,wings torn at the end
K.elegans,Gainesville,M,5.73,3.1,6.99,10.13,February,2020,81,winter,L,29.66200224,-82.347313,non-diapausing,2.9.2020,wings torn at the end
K.elegans,Gainesville,M,5.61,3.31,8.84,11.93,February,2020,81,winter,L,29.66200224,-82.347313,non-diapausing,2.9.2020,
K.elegans,Gainesville,M,5.65,2.99,7.95,11.06,February,2020,81,winter,L,29.66200224,-82.347313,non-diapausing,2.9.2020,
K.elegans,Gainesville,M,5.34,2.8,7.67,10.67,February,2020,81,winter,L,29.66200224,-82.347313,non-diapausing,2.9.2020,
K.elegans,Gainesville,F,6.49,3.22,8.96,12.25,February,2020,81,winter,L,29.66200224,-82.347313,non-diapausing,2.9.2020,
K.elegans,Gainesville,M,5.67,2.97,8.31,11.47,February,2020,81,winter,L,29.66200224,-82.347313,non-diapausing,2.9.2020,
C. corindum,Plantation Key,M,5.72,3.05,8.13,11.52,February,2020,81,winter,L,24.9735748,-80.5539224,non-diapausing,2.4.2020,
C. corindum,Plantation Key,M,5.59,3.13,8.35,11.45,February,2020,81,winter,L,24.9735748,-80.5539224,non-diapausing,2.4.2020,
C. corindum,Plantation Key,M,5.82,3.34,8.52,11.93,February,2020,81,winter,L,24.9735748,-80.5539224,non-diapausing,2.4.2020,
C. corindum,Plantation Key,M,5.79,2.7,7.65,10.51,February,2020,81,winter,L,24.9735748,-80.5539224,non-diapausing,2.4.2020,thorax torn on one side
C. corindum,Plantation Key,M,5.81,2.96,8.47,11.75,February,2020,81,winter,L,24.9735748,-80.5539224,non-diapausing,2.4.2020,wings torn at the end
C. corindum,Plantation Key,M,5.51,2.82,7.41,10.82,February,2020,81,winter,L,24.96424,-80.5673321,non-diapausing,2.4.2020,
C. corindum,Plantation Key,M,5.77,2.86,8,11.06,February,2020,81,winter,L,24.96424,-80.5673321,non-diapausing,2.4.2020,
C. corindum,Plantation Key,M,5.99,2.96,7.84,10.83,February,2020,81,winter,L,24.96424,-80.5673321,non-diapausing,2.4.2020,
C. corindum,Plantation Key,F,9.02,3.45,9.36,13.06,February,2020,81,winter,L,24.96424,-80.5673321,non-diapausing,2.4.2020,
C. corindum,Key Largo,F,7.7,3.36,9.15,12.65,February,2020,81,winter,L,25.1000151,-80.437522,non-diapausing,2.5.2020,
C. corindum,Key Largo,M,6.11,3.01,8.43,11.32,February,2020,81,winter,L,25.1000151,-80.437522,non-diapausing,2.5.2020,
C. corindum,Key Largo,M,5.99,3.16,8.02,11.12,February,2020,81,winter,L,25.1000151,-80.437522,non-diapausing,2.5.2020,wings torn at the end
C. corindum,Key Largo,F,7.98,3.57,8.95,12.72,February,2020,81,winter,L,25.1000151,-80.437522,non-diapausing,2.5.2020,
C. corindum,Key Largo,M,6.16,3.09,8.38,11.5,February,2020,81,winter,L,25.1000151,-80.437522,non-diapausing,2.5.2020,
C. corindum,Key Largo,M,6.54,2.99,8.03,11.33,February,2020,81,winter,L,25.1284578,-80.4080913,non-diapausing,2.5.2020,
C. corindum,Key Largo,F,8.1,3.79,9.83,13.54,February,2020,81,winter,L,25.1284578,-80.4080913,non-diapausing,2.5.2020,
C. corindum,Key Largo,M,5.94,3.04,8.7,11.56,February,2020,81,winter,L,25.1284578,-80.4080913,non-diapausing,2.5.2020,
C. corindum,Key Largo,F,7.62,3.14,8.16,11.49,February,2020,81,winter,L,25.1284578,-80.4080913,non-diapausing,2.5.2020,
C. corindum,North Key Largo,F,7.4,3.34,8.49,12.06,February,2020,81,winter,LS,25.2734885,-80.3040957,non-diapausing,2.3.2020,
C. corindum,North Key Largo,F,7.61,3.82,9.8,13.86,February,2020,81,winter,L,25.2734885,-80.3040957,non-diapausing,2.3.2020,
C. corindum,North Key Largo,M,5.72,3.06,7.8,10.72,February,2020,81,winter,L,25.2734885,-80.3040957,non-diapausing,2.3.2020,
C. corindum,North Key Largo,M,6.85,3.08,8.92,11.99,February,2020,81,winter,L,25.2734885,-80.3040957,non-diapausing,2.3.2020,
C. corindum,North Key Largo,M,5.34,2.93,7.63,10.63,February,2020,81,winter,L,25.2734885,-80.3040957,non-diapausing,2.3.2020,
C. corindum,North Key Largo,F,6.6,2.78,7.29,10.45,February,2020,81,winter,LS,25.19515,-80.345916,non-diapausing,2.5.2020,
C. corindum,North Key Largo,F,7.9,3.33,8.5,12.37,February,2020,81,winter,L,25.19515,-80.345916,non-diapausing,2.5.2020,
C. corindum,North Key Largo,M,6.39,3.18,8.41,11.86,February,2020,81,winter,L,25.19515,-80.345916,non-diapausing,2.5.2020,
C. corindum,North Key Largo,F,8.17,3.48,9.37,13.09,February,2020,81,winter,L,25.19515,-80.345916,non-diapausing,2.5.2020,
C. corindum,North Key Largo,M,5.78,2.94,7.97,11.14,February,2020,81,winter,L,25.19515,-80.345916,non-diapausing,2.5.2020,
C. corindum,North Key Largo,M,5.94,2.89,7.83,11,February,2020,81,winter,L,25.2565615,-80.3108042,non-diapausing,2.4.2020,
C. corindum,North Key Largo,M,6.4,3.08,8.37,11.69,February,2020,81,winter,L,25.2565615,-80.3108042,non-diapausing,2.4.2020,
C. corindum,North Key Largo,F,6.39,2.88,7.56,10.7,February,2020,81,winter,L,25.2565615,-80.3108042,non-diapausing,2.4.2020,
C. corindum,North Key Largo,F,7.35,3.74,9.77,13.2,February,2020,81,winter,L,25.2565615,-80.3108042,non-diapausing,2.4.2020,
C. corindum,North Key Largo,M,5.58,3.11,8.65,11.52,February,2020,81,winter,L,25.2565615,-80.3108042,non-diapausing,2.4.2020,
C. corindum,North Key Largo,M,6.17,2.61,8.01,10.53,February,2020,81,winter,L,25.1755702,-80.36780089,non-diapausing,2.5.2020,thorax torn on one side
C. corindum,North Key Largo,F,8.51,3.67,9.15,12.95,February,2020,81,winter,l,25.1755702,-80.36780089,non-diapausing,2.5.2020,
C. corindum,North Key Largo,M,5.55,2.77,6.58,9.52,February,2020,81,winter,L,25.1755702,-80.36780089,non-diapausing,2.5.2020,wings torn at the end
C. corindum,North Key Largo,M,5.42,2.82,7.6,10.59,February,2020,81,winter,L,25.1755702,-80.36780089,non-diapausing,2.5.2020,
C. corindum,North Key Largo,M,6.16,3.2,8.37,11.71,February,2020,81,winter,L,25.1755702,-80.36780089,non-diapausing,2.5.2020,
C. corindum,North Key Largo,M,6.15,3.04,8.24,11.48,February,2020,81,winter,L,25.2275238,-80.3283788,non-diapausing,2.4.2020,
C. corindum,North Key Largo,F,7.99,3.5,8.71,12.31,February,2020,81,winter,L,25.2275238,-80.3283788,non-diapausing,2.4.2020,
C. corindum,North Key Largo,M,6.38,2.99,7.66,10.66,February,2020,81,winter,L,25.2275238,-80.3283788,non-diapausing,2.4.2020,
C. corindum,North Key Largo,M,5.77,2.91,7.4,10.49,February,2020,81,winter,L,25.1820931,-80.3631938,non-diapausing,2.5.2020,
C. corindum,North Key Largo,M,6.35,3.17,8.53,11.52,February,2020,81,winter,L,25.1820931,-80.3631938,non-diapausing,2.5.2020,
C. corindum,North Key Largo,M,5.95,3.11,8.26,11.56,February,2020,81,winter,L,25.1820931,-80.3631938,non-diapausing,2.5.2020,
C. corindum,North Key Largo,M,5.79,3.06,8.16,11.14,February,2020,81,winter,L,25.1820931,-80.3631938,non-diapausing,2.5.2020,
K.elegans,Homestead,M,5.81,2.8,7.91,10.81,February,2020,81,winter,L,25.491362,-80.485821,non-diapausing,2.7.2020,
K.elegans,Homestead,F,7.68,3.76,10.4,14.34,February,2020,81,winter,L,25.491362,-80.485821,non-diapausing,2.7.2020,
K.elegans,Homestead,F,6.21,3.04,8.11,11.33,February,2020,81,winter,L,25.491362,-80.485821,non-diapausing,2.7.2020,
K.elegans,Homestead,M,5.19,2.61,6.48,9.3,February,2020,81,winter,L,25.491362,-80.485821,non-diapausing,2.7.2020,
K.elegans,Homestead,M,5.42,2.78,7.72,10.74,February,2020,81,winter,L,25.491362,-80.485821,non-diapausing,2.7.2020,
K.elegans,Homestead,M,5.49,2.65,7.22,10.07,February,2020,81,winter,L,25.491362,-80.485821,non-diapausing,2.7.2020,
K.elegans,Homestead,M,5.19,2.68,7.12,9.99,February,2020,81,winter,L,25.491362,-80.485821,non-diapausing,2.7.2020,
K.elegans,Homestead,M,4.98,2.49,6.24,8.84,February,2020,81,winter,L,25.491362,-80.485821,non-diapausing,2.7.2020,
K.elegans,Lake Placid,M,5.41,3.01,8.68,11.48,February,2020,81,winter,L,27.2986600,-81.366116,diapause-like behavior observed,2.7.2020,
K.elegans,Lake Placid,M,5.41,2.99,8.3,11.21,February,2020,81,winter,L,27.2986600,-81.366116,diapause-like behavior observed,2.7.2020,
K.elegans,Lake Placid,F,8.01,3.46,9.39,12.63,February,2020,81,winter,L,27.2986600,-81.366116,diapause-like behavior observed,2.7.2020,
K.elegans,Lake Placid,M,5.18,2.87,7.29,10.06,February,2020,81,winter,L,27.2986600,-81.366116,diapause-like behavior observed,2.7.2020,
K.elegans,Lake Placid,F,6.44,3.36,8.43,11.86,February,2020,81,winter,L,27.2986600,-81.366116,diapause-like behavior observed,2.7.2020,
K.elegans,Lake Placid,M,5.17,2.76,7.84,10.65,February,2020,81,winter,L,27.2986600,-81.366116,diapause-like behavior observed,2.7.2020,
K.elegans,Lake Placid,M,5.56,3.1,8.99,12.33,February,2020,81,winter,L,27.2986600,-81.366116,diapause-like behavior observed,2.7.2020,
K.elegans,Lake Placid,M,5.58,2.84,7.8,10.96,February,2020,81,winter,L,27.2986600,-81.366116,diapause-like behavior observed,2.7.2020,
K.elegans,Lake Placid,F,6.98,3.71,9.85,13.5,February,2020,81,winter,L,27.2986600,-81.366116,diapause-like behavior observed,2.7.2020,
K.elegans,Lake Placid,M,5.43,2.88,7.66,10.56,February,2020,81,winter,L,27.2986600,-81.366116,diapause-like behavior observed,2.7.2020,
K.elegans,Lake Wales,F,7.59,3.31,9.21,12.82,February,2020,81,winter,L,27.8967403,-81.5804654,non-diapausing,2.7.2020,
K.elegans,Lake Wales,M,5.58,2.89,7.56,10.97,February,2020,81,winter,L,27.8967403,-81.5804654,non-diapausing,2.7.2020,wings torn at the end
K.elegans,Lake Wales,M,5.31,2.68,7.65,10.44,February,2020,81,winter,L,27.8967403,-81.5804654,non-diapausing,2.7.2020,
K.elegans,Leesburg,M,5.14,2.72,6.94,9.98,February,2020,81,winter,L,28.7963435,-81.8778849,non-diapausing,2.7.2020,
K.elegans,Leesburg,M,5.72,3.1,8.59,11.72,February,2020,81,winter,L,28.7963435,-81.8778849,non-diapausing,2.7.2020,
K.elegans,Gainesville,F,8.24,3.92,9.5,13.32,February,2020,81,winter,L,29.66200224,-82.347313,non-diapausing,2.9.2020,wings torn at the end
K.elegans,Gainesville,M,6.05,3.11,7.79,10.78,February,2020,81,winter,L,29.66200224,-82.347313,non-diapausing,2.9.2020,wings torn at the end
K.elegans,Gainesville,M,5.23,3.08,8.14,11.03,February,2020,81,winter,L,29.66200224,-82.347313,non-diapausing,2.9.2020,
K.elegans,Gainesville,M,5.12,3.03,7.77,10.64,February,2020,81,winter,L,29.66200224,-82.347313,non-diapausing,2.9.2020,
C. corindum,North Key Largo,F,8.15,4.04,10.52,14.5,February,2020,81,winter,L,25.1820931,-80.3631938,non-diapausing,2.5.2020,
C. corindum,Plantation Key,M,6.2,3.15,8.75,11.74,February,2020,81,winter,L,24.9735748,-80.5539224,non-diapausing,2.4.2020,
C. corindum,Plantation Key,M,5.54,3.2,8.52,11.64,February,2020,81,winter,L,24.9735748,-80.5539224,non-diapausing,2.4.2020,
C. corindum,Plantation Key,M,5.53,2.95,8.12,10.9,February,2020,81,winter,L,24.9735748,-80.5539224,non-diapausing,2.4.2020,
C. corindum,Plantation Key,M,6.25,3.16,8.57,11.73,February,2020,81,winter,L,24.96424,-80.5673321,non-diapausing,2.4.2020,
C. corindum,Plantation Key,M,5.52,2.88,7.48,10.51,February,2020,81,winter,L,24.96424,-80.5673321,non-diapausing,2.4.2020,
C. corindum,Plantation Key,F,8.04,3.4,9.11,12.6,February,2020,81,winter,L,24.96424,-80.5673321,non-diapausing,2.4.2020,
C. corindum,Plantation Key,M,5.84,2.93,7.77,10.76,February,2020,81,winter,L,24.96424,-80.5673321,non-diapausing,2.4.2020,
C. corindum,Plantation Key,M,6.12,2.94,8,11,February,2020,81,winter,L,24.96424,-80.5673321,non-diapausing,2.4.2020,
C. corindum,Key Largo,M,6.22,3.03,8.05,11.38,February,2020,81,winter,L,25.1000151,-80.437522,non-diapausing,2.5.2020,wings torn at the end
C. corindum,Key Largo,M,5.72,3.06,8.4,11.36,February,2020,81,winter,L,25.1000151,-80.437522,non-diapausing,2.5.2020,
C. corindum,Key Largo,M,5.63,3.02,8.2,11.33,February,2020,81,winter,L,25.1000151,-80.437522,non-diapausing,2.5.2020,
C. corindum,Key Largo,F,7.92,3.47,9.99,13.92,February,2020,81,winter,L,25.1000151,-80.437522,non-diapausing,2.5.2020,thorax torn on one side
C. corindum,Key Largo,M,5.37,3.08,8.01,10.8,February,2020,81,winter,L,25.1000151,-80.437522,non-diapausing,2.5.2020,
C. corindum,Key Largo,M,6.97,3.18,8.55,11.66,February,2020,81,winter,L,25.1284578,-80.4080913,non-diapausing,2.5.2020,wings torn at the end
C. corindum,Key Largo,F,7.51,3.31,9,12.27,February,2020,81,winter,L,25.1284578,-80.4080913,non-diapausing,2.5.2020,
C. corindum,Key Largo,F,7.84,3.37,8.61,12.22,February,2020,81,winter,L,25.1284578,-80.4080913,non-diapausing,2.5.2020,
C. corindum,Key Largo,M,6.22,3.13,8.02,11.31,February,2020,81,winter,L,25.1284578,-80.4080913,non-diapausing,2.5.2020,
C. corindum,North Key Largo,F,9.17,3.73,9.38,12.86,February,2020,81,winter,L,25.2734885,-80.3040957,non-diapausing,2.3.2020,
C. corindum,North Key Largo,F,8.28,3.46,8.71,12.32,February,2020,81,winter,L,25.2734885,-80.3040957,non-diapausing,2.3.2020,
C. corindum,North Key Largo,M,6.41,3.02,8.13,11.12,February,2020,81,winter,L,25.2734885,-80.3040957,non-diapausing,2.3.2020,
C. corindum,North Key Largo,M,6.67,3.2,8.46,11.4,February,2020,81,winter,L,25.2734885,-80.3040957,non-diapausing,2.3.2020,
C. corindum,North Key Largo,M,5.71,3.34,8.49,11.61,February,2020,81,winter,L,25.2734885,-80.3040957,non-diapausing,2.3.2020,
C. corindum,North Key Largo,F,9.44,4,10.17,14.13,February,2020,81,winter,L,25.2734885,-80.3040957,non-diapausing,2.3.2020,
C. corindum,North Key Largo,F,6.9,3.05,7.79,11.22,February,2020,81,winter,L,25.2734885,-80.3040957,non-diapausing,2.3.2020,
C. corindum,North Key Largo,F,8.04,3.53,9.18,12.63,February,2020,81,winter,L,25.2734885,-80.3040957,non-diapausing,2.3.2020,
C. corindum,North Key Largo,F,8.49,3.25,8.52,12.17,February,2020,81,winter,L,25.2734885,-80.3040957,non-diapausing,2.3.2020,
C. corindum,North Key Largo,F,8.54,3.5,9.35,13.05,February,2020,81,winter,L,25.2734885,-80.3040957,non-diapausing,2.3.2020,
C. corindum,North Key Largo,M,5.97,2.88,7.99,10.86,February,2020,81,winter,L,25.19515,-80.345916,non-diapausing,2.5.2020,
C. corindum,North Key Largo,M,5.84,2.87,7.55,10.62,February,2020,81,winter,L,25.19515,-80.345916,non-diapausing,2.5.2020,
C. corindum,North Key Largo,M,5.78,2.85,7.1,10.18,February,2020,81,winter,L,25.19515,-80.345916,non-diapausing,2.5.2020,
C. corindum,North Key Largo,F,8.32,3.39,9.09,12.47,February,2020,81,winter,L,25.19515,-80.345916,non-diapausing,2.5.2020,
C. corindum,North Key Largo,M,5.54,3.01,7.68,10.57,February,2020,81,winter,L,25.19515,-80.345916,non-diapausing,2.5.2020,
C. corindum,North Key Largo,F,7.84,3.49,9.01,12.59,February,2020,81,winter,L,25.2565615,-80.3108042,non-diapausing,2.4.2020,
C. corindum,North Key Largo,M,6,3.3,7.35,10.71,February,2020,81,winter,L,25.2565615,-80.3108042,non-diapausing,2.4.2020,wings torn at the end
C. corindum,North Key Largo,F,7.53,3.27,8.13,12.13,February,2020,81,winter,L,25.1755702,-80.36780089,non-diapausing,2.5.2020,
C. corindum,North Key Largo,M,6.05,3.03,8.31,11.52,February,2020,81,winter,L,25.1755702,-80.36780089,non-diapausing,2.5.2020,
C. corindum,North Key Largo,M,5.85,2.76,6.05,9.38,February,2020,81,winter,LS,25.1755702,-80.36780089,non-diapausing,2.5.2020,
C. corindum,North Key Largo,F,6.84,3.02,6,9.41,February,2020,81,winter,S,25.1755702,-80.36780089,non-diapausing,2.5.2020,
C. corindum,North Key Largo,F,8.09,3.81,9.85,14.05,February,2020,81,winter,LS,25.2275238,-80.3283788,non-diapausing,2.4.2020,
C. corindum,North Key Largo,M,6.08,3.16,8.42,11.66,February,2020,81,winter,L,25.2275238,-80.3283788,non-diapausing,2.4.2020,wings torn at the end
C. corindum,North Key Largo,M,5.47,2.92,8.29,11.29,February,2020,81,winter,L,25.2275238,-80.3283788,non-diapausing,2.4.2020,
C. corindum,North Key Largo,M,5.84,2.98,7.83,10.88,February,2020,81,winter,L,25.2275238,-80.3283788,non-diapausing,2.4.2020,
C. corindum,North Key Largo,M,6.16,3.01,7.88,10.9,February,2020,81,winter,L,25.1820931,-80.3631938,non-diapausing,2.5.2020,
C. corindum,North Key Largo,M,5.51,2.75,7.11,9.94,February,2020,81,winter,L,25.1820931,-80.3631938,non-diapausing,2.5.2020,
C. corindum,North Key Largo,M,6.43,3.27,8.85,11.84,February,2020,81,winter,L,25.1820931,-80.3631938,non-diapausing,2.5.2020,
C. corindum,North Key Largo,M,5.47,2.72,6.73,9.77,February,2020,81,winter,L,25.1820931,-80.3631938,non-diapausing,2.5.2020,wings torn at the end
C. corindum,North Key Largo,M,5.69,2.94,7.27,10.38,February,2020,81,winter,L,25.1820931,-80.3631938,non-diapausing,2.5.2020,
C. corindum,North Key Largo,M,6.02,2.76,7.12,10.08,February,2020,81,winter,L,25.1820931,-80.3631938,non-diapausing,2.5.2020,wings torn at the end
C. corindum,North Key Largo,M,5.98,2.76,7.15,10.13,February,2020,81,winter,L,25.1820931,-80.3631938,non-diapausing,2.5.2020,
C. corindum,North Key Largo,M,5.24,2.49,6.06,8.89,February,2020,81,winter,L,25.1820931,-80.3631938,non-diapausing,2.5.2020,
C. corindum,North Key Largo,M,5.52,2.64,7.17,9.95,February,2020,81,winter,L,25.1820931,-80.3631938,non-diapausing,2.5.2020,
C. corindum,North Key Largo,F,8.5,3.28,8.65,12.35,February,2020,81,winter,L,25.1820931,-80.3631938,non-diapausing,2.5.2020,
K.elegans,Lake Placid,M,5.37,2.84,7.73,10.82,February,2020,81,winter,L,27.2986600,-81.366116,diapause-like behavior observed,2.7.2020,
K.elegans,Lake Placid,F,7.92,3.37,9.53,13.16,February,2020,81,winter,L,27.2986600,-81.366116,diapause-like behavior observed,2.7.2020,
K.elegans,Lake Wales,F,6.62,3.6,9.83,13.61,February,2020,81,winter,L,27.8967403,-81.5804654,non-diapausing,2.7.2020,wings torn at the end
K.elegans,Lake Wales,M,5.27,2.74,8.04,10.94,February,2020,81,winter,L,27.8967403,-81.5804654,non-diapausing,2.7.2020,
K.elegans,Gainesville,M,5.76,3.42,8.96,12.03,February,2020,81,winter,L,29.66200224,-82.347313,non-diapausing,2.9.2020,wings torn at the end
C. corindum,Plantation Key,M,5.63,2.77,7.55,10.32,February,2020,81,winter,L,24.96424,-80.5673321,non-diapausing,2.4.2020,
C. corindum,Plantation Key,M,6.3,3.31,8.78,11.97,February,2020,81,winter,L,24.96424,-80.5673321,non-diapausing,2.4.2020,
C. corindum,Plantation Key,M,5.7,2.91,7.79,10.77,February,2020,81,winter,L,24.96424,-80.5673321,non-diapausing,2.4.2020,
C. corindum,Plantation Key,F,7.77,3.3,9.02,12.44,February,2020,81,winter,L,24.96424,-80.5673321,non-diapausing,2.4.2020,
C. corindum,Plantation Key,F,6.58,3.21,8.32,11.7,February,2020,81,winter,L,24.96424,-80.5673321,non-diapausing,2.4.2020,
C. corindum,Plantation Key,M,6.23,3.11,8.31,11.45,February,2020,81,winter,L,24.96424,-80.5673321,non-diapausing,2.4.2020,
C. corindum,Plantation Key,F,7.21,3.59,10.02,13.53,February,2020,81,winter,L,24.96424,-80.5673321,non-diapausing,2.4.2020,wings torn at the end
C. corindum,Plantation Key,F,7.26,2.99,6.67,10.01,February,2020,81,winter,LS,24.96424,-80.5673321,non-diapausing,2.4.2020,
C. corindum,Plantation Key,F,8.53,3.3,8.48,11.98,February,2020,81,winter,L,24.96424,-80.5673321,non-diapausing,2.4.2020,
C. corindum,Plantation Key,M,5.89,2.14,6.3,9.34,February,2020,81,winter,L,24.96424,-80.5673321,non-diapausing,2.4.2020,wings torn at the end
C. corindum,Plantation Key,F,7.51,3.55,9.04,12.63,February,2020,81,winter,LS,24.96424,-80.5673321,non-diapausing,2.4.2020,
C. corindum,Plantation Key,M,6.09,2.68,7.57,10.67,February,2020,81,winter,L,24.96424,-80.5673321,non-diapausing,2.4.2020,
C. corindum,Key Largo,M,5.98,3.18,8.23,11.41,February,2020,81,winter,L,25.1000151,-80.437522,non-diapausing,2.5.2020,wings torn at the end
C. corindum,Key Largo,M,6.69,3.25,8.53,11.76,February,2020,81,winter,L,25.1000151,-80.437522,non-diapausing,2.5.2020,
C. corindum,Key Largo,M,5.56,3.35,8.8,12.08,February,2020,81,winter,L,25.1000151,-80.437522,non-diapausing,2.5.2020,
C. corindum,Key Largo,M,5.35,3.23,8.61,11.71,February,2020,81,winter,L,25.1000151,-80.437522,non-diapausing,2.5.2020,
C. corindum,Plantation Key,F,9.01,3.77,10.53,13.86,February,2020,81,winter,L,24.96424,-80.5673321,non-diapausing,2.4.2020,
C. corindum,Plantation Key,M,6.17,3.16,8.55,11.85,February,2020,81,winter,L,24.96424,-80.5673321,non-diapausing,2.4.2020,
C. corindum,Plantation Key,M,5.45,2.65,7.2,10.09,February,2020,81,winter,L,24.96424,-80.5673321,non-diapausing,2.4.2020,
C. corindum,Plantation Key,F,6.37,2.99,7.4,10.73,February,2020,81,winter,L,24.96424,-80.5673321,non-diapausing,2.4.2020,wings torn at the end
C. corindum,Key Largo,M,5.98,3.12,8.4,11.48,February,2020,81,winter,L,25.1000151,-80.437522,non-diapausing,2.5.2020,
C. corindum,Key Largo,F,6.39,2.98,6.46,9.82,February,2020,81,winter,LS,25.1284578,-80.4080913,non-diapausing,2.5.2020,
C. corindum,Key Largo,F,6.38,2.8,6.91,10.04,February,2020,81,winter,L,25.1284578,-80.4080913,non-diapausing,2.5.2020,wings torn at the end
C. corindum,Key Largo,M,5.4,2.63,7.17,9.73,February,2020,81,winter,L,25.1284578,-80.4080913,non-diapausing,2.5.2020,
C. corindum,Key Largo,M,6.28,3.28,8.8,11.96,February,2020,81,winter,L,25.1284578,-80.4080913,non-diapausing,2.5.2020,
C. corindum,North Key Largo,M,6.08,2.98,7.63,10.7,February,2020,81,winter,L,25.1820931,-80.3631938,non-diapausing,2.5.2020,
C. corindum,North Key Largo,M,5.77,2.77,7.3,10.22,February,2020,81,winter,L,25.1820931,-80.3631938,non-diapausing,2.5.2020,
C. corindum,North Key Largo,M,5.99,3.26,8.25,11.39,February,2020,81,winter,L,25.1820931,-80.3631938,non-diapausing,2.5.2020,
C. corindum,North Key Largo,M,6.12,3.1,8.56,11.66,February,2020,81,winter,L,25.1820931,-80.3631938,non-diapausing,2.5.2020,
C. corindum,North Key Largo,M,5.78,3,8.35,11.27,February,2020,81,winter,L,25.1820931,-80.3631938,non-diapausing,2.5.2020,
C. corindum,North Key Largo,M,6.07,2.82,7.53,10.73,February,2020,81,winter,L,25.1820931,-80.3631938,non-diapausing,2.5.2020,
C. corindum,North Key Largo,M,6.56,2.91,8.02,11.22,February,2020,81,winter,L,25.1820931,-80.3631938,non-diapausing,2.5.2020,
C. corindum,North Key Largo,M,6.09,3.08,8.05,11.21,February,2020,81,winter,L,25.1820931,-80.3631938,non-diapausing,2.5.2020,wings torn at the end
C. corindum,North Key Largo,F,7.02,3.06,7.35,10.48,February,2020,81,winter,L,25.1820931,-80.3631938,non-diapausing,2.5.2020,wings torn at the end
C. corindum,North Key Largo,M,6.65,3.31,8.3,11.5,February,2020,81,winter,L,25.1820931,-80.3631938,non-diapausing,2.5.2020,
C. corindum,North Key Largo,M,5.83,2.69,7.11,10.03,February,2020,81,winter,L,25.1820931,-80.3631938,non-diapausing,2.5.2020,
C. corindum,North Key Largo,F,7.32,3.05,8.34,11.68,February,2020,81,winter,L,25.19515,-80.345916,non-diapausing,2.5.2020,
C. corindum,North Key Largo,M,6.17,2.91,7.57,10.44,February,2020,81,winter,L,25.19515,-80.345916,non-diapausing,2.5.2020,
C. corindum,North Key Largo,M,6.03,3.05,8.01,11,February,2020,81,winter,L,25.19515,-80.345916,non-diapausing,2.5.2020,
C. corindum,North Key Largo,M,5.81,2.78,7.32,10.12,February,2020,81,winter,L,25.19515,-80.345916,non-diapausing,2.5.2020,
C. corindum,North Key Largo,F,6.35,3.03,7.38,10.93,February,2020,81,winter,L,25.19515,-80.345916,non-diapausing,2.5.2020,
C. corindum,North Key Largo,F,7.51,3.09,7.91,11.42,February,2020,81,winter,L,25.19515,-80.345916,non-diapausing,2.5.2020,
C. corindum,North Key Largo,M,6.13,3.22,8.68,11.83,February,2020,81,winter,L,25.2734885,-80.3040957,non-diapausing,2.3.2020,
C. corindum,North Key Largo,M,6.59,2.96,7.87,11.05,February,2020,81,winter,L,25.2734885,-80.3040957,non-diapausing,2.3.2020,
C. corindum,North Key Largo,M,5.88,3.07,8.12,11.04,February,2020,81,winter,L,25.2734885,-80.3040957,non-diapausing,2.3.2020,wings torn at the end
C. corindum,North Key Largo,M,6.3,2.99,7.93,11.11,February,2020,81,winter,L,25.2734885,-80.3040957,non-diapausing,2.3.2020,
C. corindum,North Key Largo,M,5.93,3.03,7.89,10.85,February,2020,81,winter,L,25.2734885,-80.3040957,non-diapausing,2.3.2020,
C. corindum,North Key Largo,M,5.92,3.35,8.93,12.04,February,2020,81,winter,L,25.2734885,-80.3040957,non-diapausing,2.3.2020,
C. corindum,North Key Largo,F,6.79,3.61,9.77,13.39,February,2020,81,winter,L,25.2734885,-80.3040957,non-diapausing,2.3.2020,
C. corindum,North Key Largo,M,5.68,2.78,7.72,10.29,February,2020,81,winter,L,25.2734885,-80.3040957,non-diapausing,2.3.2020,
C. corindum,North Key Largo,M,6.23,3.34,8.89,12.04,February,2020,81,winter,L,25.2565615,-80.3108042,non-diapausing,2.4.2020,
C. corindum,North Key Largo,M,5.86,2.91,7.99,11.06,February,2020,81,winter,L,25.2565615,-80.3108042,non-diapausing,2.4.2020,
