ID,box,test_date,time_start,set_number,chamber,sex,population,site,host_plant,flew,died?,flight_type,flight_details,NOTES,filename,mass,short-wing?,eggs,time_end,latitude,longitutde
329,C,10.15,11:30am,1,A-1,M,Lake Placid,Barber shop,K. elegans,Y,,C,continuous,,set001-11am-10-15-19-A1.txt,,,,,27.298660028,-81.36611608
372,Petri2,10.15,11:30am,1,A-2,F,Leesburg,Veteran’s Memorial Park,K. elegans,N,,,,,set001-11am-10-15-19-A2.txt,,,Y,,28.812980,-81.877895
37,Petri1,10.15,11:30am,1,A-3,F,Key Largo,JP Grove,C. corindum,N,Y,,,,set001-11am-10-15-19-A3.txt,,,Y,,25.12846,-80.40809
303,C,10.15,11:30am,1,A-4,F,Lake Placid,Barber shop,K. elegans,N,,,,,set001-11am-10-15-19-A4.txt,,,Y,,27.298660028,-81.36611608
259,C,10.15,11:30am,1,B-1,M,North Key Largo,DD,C. corindum,N,,,,,set001-11am-10-15-19-B1.txt,,,,,25.28636983,-80.29077075
89,Petri1,10.15,11:30am,1,B-2,M,Homestead,SW 296th St & 182nd Ave,K. elegans,Y,,C,,,set001-11am-10-15-19-B2.txt,,,,,25.491968,-80.48562
354,D,10.15,11:30am,1,B-3,F,Lake Placid,Barber shop,K. elegans,N,,,,,set001-11am-10-15-19-B3.txt,,,Y,,27.298660028,-81.36611608
158,D,10.15,11:30am,1,B-4,M,Lake Wales,Polk,K. elegans,N,,,,,set001-11am-10-15-19-B4.txt,,,,,27.903346,-81.589461
349,D,10.15,12:10,2,A-1,M,Lake Placid,Barber shop,K. elegans,N,,,,no recording,NA,,,,,27.298660028,-81.36611608
265,C,10.15,12:10,2,A-2,F,North Key Largo,DD,C. corindum,N,,,,no recording,NA,,,Y,,25.28636983,-80.29077075
282,C,10.15,12:10,2,A-3,M,North Key Largo,DD,C. corindum,N,,,,no recording,NA,,,,,25.28636983,-80.29077075
242,Petri2,10.15,12:10,2,A-4,F,North Key Largo,DD front,C. corindum,N,,,,no recording,NA,,,Y,,25.27352007,-80.30428184
127,B,10.15,12:10,2,B-1,M,Homestead,SW 296th St & 182nd Ave,K. elegans,N,,,,no recording,NA,,,,,25.491968,-80.48562
51,B,10.15,12:10,2,B-2,F,Key Largo,JP Grove,C. corindum,N,Y,,,no recording,NA,,,Y,,25.12846,-80.40809
118,A,10.15,12:10,2,B-3,F,Homestead,SW 296th St & 182nd Ave,K. elegans,N,,,,no recording,NA,,,,,25.491968,-80.48562
112,A,10.15,12:10,2,B-4,F,Homestead,SW 296th St & 182nd Ave,K. elegans,N,Y,,,no recording,NA,,,Y,,25.491968,-80.48562
30,A,10.15,12:45,3,A-1,F,Plantation Key,Founder's #1,C. corindum,N,,,,,set003-10-15-19-A1.txt,,,Y,,24.96448253,-80.56738908
141,Petri1,10.15,12:45,3,A-2,F,Lake Wales,Polk,K. elegans,N,Y,,,,set003-10-15-19-A2.txt,,,Y,,27.903346,-81.589461
313,C,10.15,12:45,3,A-3,F,Lake Placid,Barber shop,K. elegans,Y,,B,bursts,,set003-10-15-19-A3.txt,,,Y,,27.298660028,-81.36611608
82,B,10.15,12:45,3,A-4,M,North Key Largo,Dagny 1/2 Loop,C. corindum,N,,,,,set003-10-15-19-A4.txt,,,,,25.173694,-80.371532
402,Petri2,10.15,12:45,3,B-1,M,Gainesville,NW 10th Ave & 18th St,K. elegans,N,,,,,set003-10-15-19-B1.txt,,,,,29.661821,-82.347211
86,B,10.15,12:45,3,B-2,M,North Key Largo,Dagny 1/2 Loop,C. corindum,N,,,,,set003-10-15-19-B2.txt,,,,,25.173694,-80.371532
58,B,10.15,12:45,3,B-3,F,Key Largo,JP Grove,C. corindum,N,,,,,set003-10-15-19-B3.txt,,,,,25.12846,-80.40809
132,B,10.15,12:45,3,B-4,M,Homestead,SW 296th St & 182nd Ave,K. elegans,Y,,C,continuous,struggled against gravity,set003-10-15-19-B4.txt,,,,,25.491968,-80.48562
262,C,10.15,1:30,4,A-1,M,North Key Largo,DD,C. corindum,Y,,B,,,set004-10-15-19-A1.txt,,,,,25.28636983,-80.29077075
105,A,10:15,1:30,4,A-2,F,Homestead,SW 296th St & 182nd Ave,K. elegans,N,,,,,set004-10-15-19-A2.txt,,,Y,,25.491968,-80.48562
237,Petri2,10:15,1:30,4,A-3,F,North Key Largo,Carysfort Cr,C. corindum,N,,,,,set004-10-15-19-A3.txt,,,,,25.25647566,-80.31068981
328,C,10:15,1:30,4,A-4,F,Lake Placid,Barber shop,K. elegans,Y,,B,,,set004-10-15-19-A4.txt,,,Y,,27.298660028,-81.36611608
99,Petri1,10.16,10:20,5,A-1,M,Homestead,SW 296th St & 182nd Ave,K. elegans,Y,,C,continuous,,set005-10-16-19-A1.txt,,,,,25.491968,-80.48562
346,D,10.16,10:20,5,A-2,M,Lake Placid,Barber shop,K. elegans,Y,,B,,,set005-10-16-19-A2.txt,,,,,27.298660028,-81.36611608
201,E,10.16,10:20,5,A-3,M,North Key Largo,Charlemagne,C. corindum,N,,,,,set005-10-16-19-A3.txt,,,,,25.1948419,-80.34590136
238,Petri2,10.16,10:20,5,A-4,F,North Key Largo,Carysfort Cr,C. corindum,N,,,,,set005-10-16-19-A4.txt,,,Y,,25.25647566,-80.31068981
296,Petri2,10.16,10:20,5,B-1,F,Lake Placid,Barber shop,K. elegans,Y,,B,,,set005-10-16-19-B1.txt,,,Y,,27.298660028,-81.36611608
255,E,10.16,10:20,5,B-2,M,North Key Largo,DD,C. corindum,N,,,,,set005-10-16-19-B2.txt,,,,,25.28636983,-80.29077075
110,A,10.16,10:20,5,B-3,F,Homestead,SW 296th St & 182nd Ave,K. elegans,N,Y,,,,set005-10-16-19-B3.txt,,,,,25.491968,-80.48562
383,D,10.16,10:20,5,B-4,M,Leesburg,Veteran’s Memorial Park,K. elegans,N,Y,,,,set005-10-16-19-B4.txt,,,,,28.812980,-81.877895
312,C,10.16,11:00,6,A-1,M,Lake Placid,Barber shop,K. elegans,Y,,B,,,set006-10-16-19-A1.txt,,,,,27.298660028,-81.36611608
261,C,10.16,11:00,6,A-2,M,North Key Largo,DD,C. corindum,Y,,C,continuous,,set006-10-16-19-A2.txt,,,,,25.28636983,-80.29077075
405,Petri2,10.16,11:00,6,A-3,F,Gainesville,NW 10th Ave & 18th St,K. elegans,N,,,,,set006-10-16-19-A3.txt,,,Y,,29.661821,-82.347211
113,A,10.16,11:00,6,A-4,M,Homestead,SW 296th St & 182nd Ave,K. elegans,Y,,C,continous,,set006-10-16-19-A4.txt,,,,,25.491968,-80.48562
47,B,10.16,11:00,6,B-1,M,Key Largo,JP Grove,C. corindum,N,,,,,set006-10-16-19-B1.txt,,,,,25.12846,-80.40809
254,E,10.16,11:00,6,B-2,M,North Key Largo,DD,C. corindum,N,,,,,set006-10-16-19-B2.txt,,,,,25.28636983,-80.29077075
257,Petri2,10.16,11:00,6,B-3,M,North Key Largo,DD,C. corindum,Y,,B,,,set006-10-16-19-B3.txt,,,,,25.28636983,-80.29077075
15,A,10.16,11:00,6,B-4,M,Plantation Key,Founder's #1,C. corindum,N,,,,,set006-10-16-19-B4.txt,,,,,24.96448253,-80.56738908
253,E,10.16,11:50,7,A-1,F,North Key Largo,DD,C. corindum,N,,,,,set007-10-16-19-A1.txt,,,Y,,25.28636983,-80.29077075
373,Petri2,10.16,11:50,7,A-2,M,Leesburg,Veteran’s Memorial Park,K. elegans,N,Y,,,,set007-10-16-19-A2.txt,,,,,28.812980,-81.877895
31,A,10.16,11:50,7,A-3,M,Plantation Key,Founder's #1,C. corindum,N,,,,,set007-10-16-19-A3.txt,,,,,24.96448253,-80.56738908
223,E,10.16,11:50,7,A-4,F,North Key Largo,Carysfort Cr,C. corindum,Y,,C,continuous,,set007-10-16-19-A4.txt,,,,,25.25647566,-80.31068981
148,D,10.16,11:50,7,B-1,M,Lake Wales,Polk,K. elegans,N,,,,no recording,NA,,,,,27.903346,-81.589461
278,C,10.16,11:50,7,B-2,M,North Key Largo,DD,C. corindum,N,,,,no recording,NA,,,,,25.28636983,-80.29077075
224,E,10.16,11:50,7,B-3,M,North Key Largo,Carysfort Cr,C. corindum,N,,,,no recording,NA,,,,,25.25647566,-80.31068981
397,D,10.16,11:50,7,B-4,F,Gainesville,NW 10th Ave & 18th St,K. elegans,N,,,,no recording,NA,,,Y,,29.661821,-82.347211
139,Petri1,10.16,12:25,8,A-1,F,Lake Wales,Polk,K. elegans,N,,,,,set008-10-16-19-A1.txt,,,Y,,27.903346,-81.589461
53,B,10.16,12:25,8,A-2,M,Key Largo,JP Grove,C. corindum,N,,,,,set008-10-16-19-A2.txt,,,,,25.12846,-80.40809
407,D,10.16,12:25,8,A-3,M,Gainesville,NW 10th Ave & 18th St,K. elegans,N,,,,,set008-10-16-19-A3.txt,,,,,29.661821,-82.347211
326,C,10.16,12:25,8,A-4,M,Lake Placid,Barber shop,K. elegans,Y,,B,,paint came off at 80%,set008-10-16-19-A4.txt,,,,,27.298660028,-81.36611608
191,E,10.16,12:25,8,B-1,M,North Key Largo,N. Dagny,C. corindum,N,Y,,,,set008-10-16-19-B1.txt,,,,,25.18229498,-80.36369887
310,C,10.16,12:25,8,B-2,F,Lake Placid,Barber shop,K. elegans,N,,,,,set008-10-16-19-B2.txt,,,Y,,27.298660028,-81.36611608
299,Petri2,10.16,12:25,8,B-3,M,Lake Placid,Barber shop,K. elegans,Y,,B,,,set008-10-16-19-B3.txt,,,,,27.298660028,-81.36611608
334,D,10.17,9:40,9,A-1,M,Lake Placid,Barber shop,K. elegans,Y,,B,,paint came off at end,set009-10-17-19-A1.txt,,,,,27.298660028,-81.36611608
198,E,10.17,9:40,9,A-2,F,North Key Largo,Charlemagne,C. corindum,N,,,,,set009-10-17-19-A2.txt,,,Y,,25.1948419,-80.34590136
295,Petri2,10.17,9:40,9,A-3,M,Lake Placid,Barber shop,K. elegans,Y,,C,continuous,,set009-10-17-19-A3.txt,,,,,27.298660028,-81.36611608
424,D,10.17,9:40,9,A-4,M,Gainesville,NW 10th Ave & 18th St,K. elegans,N,Y,,,,set009-10-17-19-A4.txt,,,,,29.661821,-82.347211
203,E,10.17,9:40,9,B-1,F,North Key Largo,Charlemagne,C. corindum,N,,,,,set009-10-17-19-B1.txt,,,Y,,25.1948419,-80.34590136
131,B,10.17,9:40,9,B-2,F,Homestead,SW 296th St & 182nd Ave,K. elegans,N,,,,,set009-10-17-19-B2.txt,,,Y,,25.491968,-80.48562
98,Petri1,10.17,9:40,9,B-3,F,Homestead,SW 296th St & 182nd Ave,K. elegans,N,,,,,set009-10-17-19-B3.txt,,,Y,,25.491968,-80.48562
300,C,10.17,9:40,9,B-4,M,Lake Placid,Barber shop,K. elegans,Y,,B,,paint came off at end,set009-10-17-19-B4.txt,,,,,27.298660028,-81.36611608
279,C,10.17,10:30,10,A-1,M,North Key Largo,DD,C. corindum,Y,,C,,,set010-10-17-19-A1.txt,,,,,25.28636983,-80.29077075
318,C,10.17,10:30,10,A-2,M,Lake Placid,Barber shop,K. elegans,Y,,B,bursts,,set010-10-17-19-A2.txt,,,,,27.298660028,-81.36611608
17,A,10.17,10:30,10,A-3,M,Plantation Key,Founder's #1,C. corindum,N,,,,,set010-10-17-19-A3.txt,,,,,24.96448253,-80.56738908
285,Petri2,10.17,10:30,10,A-4,F,North Key Largo,DD,C. corindum,N,,,,,set010-10-17-19-A4.txt,,,Y,,25.28636983,-80.29077075
202,E,10.17,10:30,10,B-1,F,North Key Largo,Charlemagne,C. corindum,N,,,,no recording,NA,,,,,25.1948419,-80.34590136
153,D,10.17,10:30,10,B-2,F,Lake Wales,Polk,K. elegans,N,,,,no recording,NA,,,Y,,27.903346,-81.589461
333,C,10.17,10:30,10,B-3,F,Lake Placid,Barber shop,K. elegans,N,,,,no recording,NA,,,Y,,27.298660028,-81.36611608
8,A,10.17,10:30,10,B-4,F,Plantation Key,Founder's #2,C. corindum,N,,,,no recording,NA,,,Y,,24.985185,-80.547098
217,E,10.17,11:20,11,A-1,F,North Key Largo,MM165,C. corindum,N,,,,no recording,NA,,,,,25.22808757,-80.32888325
66,Petri1,10.17,11:20,11,A-2,F,North Key Largo,Dagny Trellis,C. corindum,N,,,,no recording,NA,,,Y,,25.1755048,-80.36782055
56,B,10.17,11:20,11,A-3,M,Key Largo,JP Grove,C. corindum,N,,,,no recording,NA,,,,,25.12846,-80.40809
384,D,10.17,11:20,11,A-4,M,Leesburg,Veteran’s Memorial Park,K. elegans,N,,,,no recording,NA,,,,,28.812980,-81.877895
327,C,10.17,11:20,11,B-1,M,Lake Placid,Barber shop,K. elegans,N,Y,,,no recording,NA,,,,,27.298660028,-81.36611608
283,C,10.17,11:20,11,B-2,F,North Key Largo,DD,C. corindum,N,,,,no recording,NA,,,Y,,25.28636983,-80.29077075
314,C,10.17,11:20,11,B-3,F,Lake Placid,Barber shop,K. elegans,N,,,,no recording,NA,,,Y,,27.298660028,-81.36611608
410,D,10.17,11:20,11,B-4,F,Gainesville,NW 10th Ave & 18th St,K. elegans,N,,,,no recording,NA,,,Y,,29.661821,-82.347211
332,C,10.17,12:20,12,A-1,M,Lake Placid,Barber shop,K. elegans,Y,,C,continuous,,set012-10-17-19-A1.txt,,,,,27.298660028,-81.36611608
149,D,10.17,12:20,12,A-2,F,Lake Wales,Polk,K. elegans,N,,,,,set012-10-17-19-A2.txt,,,Y,,27.903346,-81.589461
226,E,10.17,12:20,12,A-3,M,North Key Largo,Carysfort Cr,C. corindum,Y,,B,bursts,,set012-10-17-19-A3.txt,,,,,25.25647566,-80.31068981
287,Petri2,10.17,12:20,12,A-4,M,North Key Largo,DD,C. corindum,N,,,,,set012-10-17-19-A4.txt,,,,,25.28636983,-80.29077075
386,D,10.17,12:20,12,B-1,M,Leesburg,Veteran’s Memorial Park,K. elegans,N,Y,,,,set012-10-17-19-B1.txt,,,,,28.812980,-81.877895
101,A,10.17,12:20,12,B-2,M,Homestead,SW 296th St & 182nd Ave,K. elegans,Y,,C,continuous,,set012-10-17-19-B2.txt,,,,,25.491968,-80.48562
13,A,10.17,12:20,12,B-3,M,Plantation Key,Founder's #1,C. corindum,N,,,,,set012-10-17-19-B3.txt,,,,,24.96448253,-80.56738908
41,Petri1,10.17,12:20,12,B-4,M,Key Largo,JP Grove,C. corindum,N,,,,,set012-10-17-19-B4.txt,,,,,25.12846,-80.40809
298,Petri2,10.17,1:25,13,A-1,F,Lake Placid,Barber shop,K. elegans,N,,,,,set013-10-17-19-A1.txt,,,Y,,27.298660028,-81.36611608
64,B,10.17,1:25,13,A-2,F,Key Largo,JP Grove,C. corindum,N,,,,,set013-10-17-19-A2.txt,,,Y,,25.12846,-80.40809
197,E,10.17,1:25,13,A-3,M,North Key Largo,Charlemagne,C. corindum,Y,,B,,,set013-10-17-19-A3.txt,,,,,25.1948419,-80.34590136
258,Petri2,10.17,1:25,13,A-4,M,North Key Largo,DD,C. corindum,N,,,,,set013-10-17-19-A4.txt,,,,,25.28636983,-80.29077075
321,C,10.17,1:25,13,B-1,M,Lake Placid,Barber shop,K. elegans,N,,,,,set013-10-17-19-B1.txt,,,,,27.298660028,-81.36611608
390,,10.17,1:25,13,B-2,M,Leesburg,Veteran’s Memorial Park,K. elegans,N,,,,,set013-10-17-19-B2.txt,,,,,28.812980,-81.877895
339,D,10.17,1:25,13,B-3,M,Lake Placid,Barber shop,K. elegans,Y,,C,,,set013-10-17-19-B3.txt,,,,,27.298660028,-81.36611608
33,A,10.17,1:25,13,B-4,M,Plantation Key,Founder's #1,C. corindum,N,Y,,,,set013-10-17-19-B4.txt,,,,,24.96448253,-80.56738908
21,A,10.17,2:20,14,A-1,M,Plantation Key,Founder's #1,C. corindum,N,,,,,set014-10-17-19-A1.txt,,,,,24.96448253,-80.56738908
264,C,10.17,2:20,14,A-2,M,North Key Largo,DD,C. corindum,N,,,,,set014-10-17-19-A2.txt,,,,,25.28636983,-80.29077075
269,C,10.17,2:20,14,A-3,M,North Key Largo,DD,C. corindum,N,,,,,set014-10-17-19-A3.txt,,,,,25.28636983,-80.29077075
155,D,10.17,2:20,14,A-4,M,Lake Wales,Polk,K. elegans,Y,,B,bursts,,set014-10-17-19-A4.txt,,,,,27.903346,-81.589461
381,D,10.17,2:20,14,B-1,F,Leesburg,Veteran’s Memorial Park,K. elegans,N,,,,,set014-10-17-19-B1.txt,,,Y,,28.812980,-81.877895
387,D,10.17,2:20,14,B-2,F,Leesburg,Veteran’s Memorial Park,K. elegans,Y,,B,bursts,,set014-10-17-19-B2.txt,,,Y,,28.812980,-81.877895
68,Petri1,10.17,2:20,14,B-3,M,North Key Largo,Dagny Trellis,C. corindum,Y,,,,,set014-10-17-19-B3.txt,,,Y,,25.1755048,-80.36782055
116,A,10.17,2:20,14,B-4,F,Homestead,SW 296th St & 182nd Ave,K. elegans,Y,,B,long bursts,,set014-10-17-19-B4.txt,,,,,25.491968,-80.48562
124,A,10.18,10:05,15,A-1,M,Homestead,SW 296th St & 182nd Ave,K. elegans,N,,,,no recording,NA,,,,,25.491968,-80.48562
35,A,10.18,10:05,15,A-2,M,Plantation Key,Founder's #1,C. corindum,N,,,,no recording,NA,,,,,24.96448253,-80.56738908
26,A,10.18,10:05,15,A-3,M,Plantation Key,Founder's #1,C. corindum,N,,,,no recording,NA,,,,,24.96448253,-80.56738908
135,B,10.18,10:05,15,A-4,F,Homestead,SW 296th St & 182nd Ave,K. elegans,N,,,,no recording,NA,,,Y,,25.491968,-80.48562
280,C,10.18,10:05,15,B-1,M,North Key Largo,DD,C. corindum,N,,,,no recording,NA,,,,,25.28636983,-80.29077075
195,E,10.18,10:05,15,B-2,M,North Key Largo,Charlemagne,C. corindum,N,,,,no recording,NA,,,,,25.1948419,-80.34590136
256,E,10.18,10:05,15,B-3,F,North Key Largo,DD,C. corindum,N,,,,no recording,NA,,,Y,,25.28636983,-80.29077075
62,B,10.18,10:05,15,B-4,F,Key Largo,JP Grove,C. corindum,N,,,,no recording,NA,,,Y,,25.12846,-80.40809
229,E,10.18,10:55,16,A-1,F,North Key Largo,Carysfort Cr,C. corindum,N,,,,,set016-10-18-19-A1.txt,,,Y,,25.25647566,-80.31068981
275,C,10.18,10:55,16,A-2,F,North Key Largo,DD,C. corindum,N,,,,,set016-10-18-19-A2.txt,,,,,25.28636983,-80.29077075
125,B,10.18,10:55,16,A-3,M,Homestead,SW 296th St & 182nd Ave,K. elegans,Y,,B,bursts,,set016-10-18-19-A3.txt,,,,,25.491968,-80.48562
120,A,10.18,10:55,16,A-4,M,Homestead,SW 296th St & 182nd Ave,K. elegans,Y,,B,bursts,,set016-10-18-19-A4.txt,,,,,25.491968,-80.48562
74,B,10.18,10:55,16,B-1,F,North Key Largo,Dagny Trellis,C. corindum,N,,,,no recording,NA,,,Y,,25.1755048,-80.36782055
146,Petri1,10.18,10:55,16,B-2,M,Lake Wales,Polk,K. elegans,N,,,,no recording,NA,,,,,27.903346,-81.589461
250,E,10.18,10:55,16,B-3,F,North Key Largo,DD -inter,C. corindum,N,,,,no recording,NA,,,,,25.252842,-80.311826
180,Petri1,10.18,10:55,16,B-4,M,North Key Largo,N. Dagny,C. corindum,N,,,,no recording,NA,,,,,25.18229498,-80.36369887
375,Petri2,10.18,11:45,17,A-1,F,Leesburg,Veteran’s Memorial Park,K. elegans,N,,,,,set017-10-18-19-A1.txt,,,Y,,28.812980,-81.877895
331,C,10.18,11:45,17,A-2,F,Lake Placid,Barber shop,K. elegans,N,,,,,set017-10-18-19-A2.txt,,,Y,,27.298660028,-81.36611608
69,Petri1,10.18,11:45,17,A-3,F,North Key Largo,Dagny Trellis,C. corindum,N,,,,,set017-10-18-19-A3.txt,,,Y,,25.1755048,-80.36782055
67,Petri1,10.18,11:45,17,A-4,M,North Key Largo,Dagny Trellis,C. corindum,Y,,B,bursts,,set017-10-18-19-A4.txt,,,,,25.1755048,-80.36782055
187,B,10.18,11:45,17,B-1,F,North Key Largo,N. Dagny,C. corindum,N,,,,,set017-10-18-19-B1.txt,,,Y,,25.18229498,-80.36369887
416,D,10.18,11:45,17,B-2,F,Gainesville,NW 10th Ave & 18th St,K. elegans,Y,,B,bursts,,set017-10-18-19-B2.txt,,,Y,,29.661821,-82.347211
95,A,10.18,11:45,17,B-3,F,Homestead,SW 296th St & 182nd Ave,K. elegans,Y,,C,continuous,,set017-10-18-19-B3.txt,,,Y,,25.491968,-80.48562
102,A,10.18,11:45,17,B-4,F,Homestead,SW 296th St & 182nd Ave,K. elegans,N,,,,,set017-10-18-19-B4.txt,,,Y,,25.491968,-80.48562
34,A,10.18,1:30,18,A-1,F,Plantation Key,Founder's #1,C. corindum,N,,,,,set018-10-18-19-A1.txt,,,Y,,24.96448253,-80.56738908
249,E,10.18,1:30,18,A-2,F,North Key Largo,DD -inter,C. corindum,N,,,,,set018-10-18-19-A2.txt,,,Y,,25.252842,-80.311826
126,B,10.18,1:30,18,A-3,M,Homestead,SW 296th St & 182nd Ave,K. elegans,Y,,C,,,set018-10-18-19-A3.txt,,,,,25.491968,-80.48562
190,E,10.18,1:30,18,A-4,M,North Key Largo,N. Dagny,C. corindum,N,,,,,set018-10-18-19-A4.txt,,,,,25.18229498,-80.36369887
288,Petri2,10.18,1:30,18,B-1,M,North Key Largo,DD,C. corindum,Y,,B,bursts,,set018-10-18-19-B1.txt,,,,,25.28636983,-80.29077075
290,Petri2,10.18,1:30,18,B-2,M,Lake Placid,Barber shop,K. elegans,N,Y,,,,set018-10-18-19-B2.txt,,,,,27.298660028,-81.36611608
39,Petri1,10.18,1:30,18,B-3,F,Key Largo,JP Grove,C. corindum,N,,,,,set018-10-18-19-B3.txt,,,Y,,25.12846,-80.40809
78,B,10.18,1:30,18,B-4,M,North Key Largo,Dagny Trellis,C. corindum,N,,,,,set018-10-18-19-B4.txt,,,,,25.1755048,-80.36782055
221,E,10.18,2:15,19,A-1,F,North Key Largo,Carysfort Cr,C. corindum,N,,,,,set019-10-18-19-A1.txt,,,Y,,25.25647566,-80.31068981
81,B,10.18,2:15,19,A-2,M,North Key Largo,Dagny 1/2 Loop,C. corindum,N,,,,,set019-10-18-19-A2.txt,,,,,25.173694,-80.371532
302,C,10.18,2:15,19,A-3,F,Lake Placid,Barber shop,K. elegans,Y,,C,continuous,,set019-10-18-19-A3.txt,,,Y,,27.298660028,-81.36611608
271,C,10.18,2:15,19,A-4,M,North Key Largo,DD,C. corindum,N,,,,,set019-10-18-19-A4.txt,,,,,25.28636983,-80.29077075
85,B,10.18,2:15,19,B-1,F,North Key Largo,Dagny 1/2 Loop,C. corindum,Y,,B,bursts,,set019-10-18-19-B1.txt,,,Y,,25.173694,-80.371532
109,A,10.18,2:15,19,B-2,F,Homestead,SW 296th St & 182nd Ave,K. elegans,Y,,B,bursts,,set019-10-18-19-B2.txt,,,Y,,25.491968,-80.48562
351,D,10.18,2:15,19,B-3,M,Lake Placid,Barber shop,K. elegans,Y,,C,continuous,,set019-10-18-19-B3.txt,,,,,27.298660028,-81.36611608
235,E,10.18,2:15,19,B-4,F,North Key Largo,Carysfort Cr,C. corindum,Y,,C,continuous,,set019-10-18-19-B4.txt,,,Y,,25.25647566,-80.31068981
73,B,10.18,3:00,20,A-1,M,North Key Largo,Dagny Trellis,C. corindum,N,,,,,set020-10-18-19-A1.txt,,,,,25.1755048,-80.36782055
49,A,10.18,3:00,20,A-2,M,Key Largo,JP Grove,C. corindum,Y,,C,continuous,,set020-10-18-19-A2.txt,,,,,25.12846,-80.40809
123,A,10.18,3:00,20,A-3,M,Homestead,SW 296th St & 182nd Ave,K. elegans,N,,,,,set020-10-18-19-A3.txt,,,,,25.491968,-80.48562
239,Petri2,10.18,3:00,20,A-4,F,North Key Largo,DD front,C. corindum,N,,,,,set020-10-18-19-A4.txt,,,Y,,25.27352007,-80.30428184
108,A,10.18,3:00,20,B-1,F,Homestead,SW 296th St & 182nd Ave,K. elegans,N,,,,,set020-10-18-19-B1.txt,,,,,25.491968,-80.48562
276,C,10.18,3:00,20,B-2,M,North Key Largo,DD,C. corindum,Y,,C,,started halfway through,set020-10-18-19-B2.txt,,,,,25.28636983,-80.29077075
92,A,10.18,3:00,20,B-3,M,Homestead,SW 296th St & 182nd Ave,K. elegans,N,,,,,set020-10-18-19-B3.txt,,,,,25.491968,-80.48562
103,A,10.18,3:00,20,B-4,M,Homestead,SW 296th St & 182nd Ave,K. elegans,Y,,B,bursts,,set020-10-18-19-B4.txt,,,,,25.491968,-80.48562
421,D,10.21,9:00,21,A-1,M,Gainesville,NW 10th Ave & 18th St,K. elegans,N,,,,,set021-10-21-19-A1.txt,,,,,29.661821,-82.347211
129,B,10.21,9:00,21,A-2,M,Homestead,SW 296th St & 182nd Ave,K. elegans,Y,,C,continuous,,set021-10-21-19-A2.txt,,,,,25.491968,-80.48562
335,D,10.21,9:00,21,A-3,F,Lake Placid,Barber shop,K. elegans,N,,,,,set021-10-21-19-A3.txt,,,Y,,27.298660028,-81.36611608
413,D,10.21,9:00,21,A-4,F,Gainesville,NW 10th Ave & 18th St,K. elegans,N,,,,,set021-10-21-19-A4.txt,,,Y,,29.661821,-82.347211
128,B,10.21,9:00,21,B-1,M,Homestead,SW 296th St & 182nd Ave,K. elegans,N,,,,,set021-10-21-19-B1.txt,,,,,25.491968,-80.48562
208,E,10.21,9:00,21,B-2,F,North Key Largo,Charlemagne,C. corindum,N,,,,,set021-10-21-19-B2.txt,,,Y,,25.1948419,-80.34590136
156,D,10.21,9:00,21,B-3,F,Lake Wales,Polk,K. elegans,N,,,,,set021-10-21-19-B3.txt,,,,,27.903346,-81.589461
96,A,10.21,9:00,21,B-4,M,Homestead,SW 296th St & 182nd Ave,K. elegans,Y,,C,continuous,,set021-10-21-19-B4.txt,,,,,25.491968,-80.48562
136,B,10.21,10:00,22,A-1,M,Homestead,SW 296th St & 182nd Ave,K. elegans,Y,,B,bursts,paint came off at 40%,set022-10-21-19-A1.txt,,,,,25.491968,-80.48562
214,E,10.21,10:00,22,A-2,M,North Key Largo,Charlemagne,C. corindum,N,,,,,set022-10-21-19-A2.txt,,,,,25.1948419,-80.34590136
152,D,10.21,10:00,22,A-3,M,Lake Wales,Polk,K. elegans,Y,,B,bursts,,set022-10-21-19-A3.txt,,,,,27.903346,-81.589461
330,C,10.21,10:00,22,A-4,M,Lake Placid,Barber shop,K. elegans,Y,,C,continuous,,set022-10-21-19-A4.txt,,,,,27.298660028,-81.36611608
134,B,10.21,10:00,22,B-1,M,Homestead,SW 296th St & 182nd Ave,K. elegans,Y,,B,bursts,,set022-10-21-19-B1.txt,,,,,25.491968,-80.48562
272,C,10.21,10:00,22,B-2,F,North Key Largo,DD,C. corindum,N,Y,,,"died immediately after trial, should probably be excluded",set022-10-21-19-B2.txt,,,,,25.28636983,-80.29077075
204,E,10.21,10:00,22,B-3,M,North Key Largo,Charlemagne,C. corindum,N,,,,,set022-10-21-19-B3.txt,,,,,25.1948419,-80.34590136
391,Petri1,10.21,10:00,22,B-4,M,Leesburg,Veteran’s Memorial Park,K. elegans,N,,,,,set022-10-21-19-B4.txt,,,,,28.812980,-81.877895
48,A,10.21,10:40,23,A-1,F,Key Largo,JP Grove,C. corindum,N,,,,,set023-10-21-19-A1.txt,,,Y,,25.12846,-80.40809
205,E,10.21,10:40,23,A-2,M,North Key Largo,Charlemagne,C. corindum,N,,,,,set023-10-21-19-A2.txt,,,,,25.1948419,-80.34590136
348,D,10.21,10:40,23,A-3,M,Lake Placid,Barber shop,K. elegans,Y,,C,,,set023-10-21-19-A3.txt,,,,,27.298660028,-81.36611608
234,E,10.21,10:40,23,A-4,F,North Key Largo,Carysfort Cr,C. corindum,N,,,,,set023-10-21-19-A4.txt,,,Y,,25.25647566,-80.31068981
