ID,pophost,population,sex,beak,thorax,wing,body,month,year,months_since_month_zero,season,w_morph,lat,long,diapause,field_date_collected,notes,date_measured,date_entered,recorder
411,C. corindum,North Key Largo,M,6.08,2.98,7.63,10.7,February,2020,81,winter,L,25.1820931,-80.3631938,non-diapausing,2.5.2020,,04.10.2020,04.10.2020,AB
412,C. corindum,North Key Largo,M,5.77,2.77,7.3,10.22,February,2020,81,winter,L,25.1820931,-80.3631938,non-diapausing,2.5.2020,,04.10.2020,04.10.2020,AB
413,C. corindum,North Key Largo,M,5.99,3.26,8.25,11.39,February,2020,81,winter,L,25.1820931,-80.3631938,non-diapausing,2.5.2020,,04.10.2020,04.10.2020,AB
415,C. corindum,North Key Largo,M,6.12,3.1,8.56,11.66,February,2020,81,winter,L,25.1820931,-80.3631938,non-diapausing,2.5.2020,,04.10.2020,04.10.2020,AB
416,C. corindum,North Key Largo,M,5.78,3,8.35,11.27,February,2020,81,winter,L,25.1820931,-80.3631938,non-diapausing,2.5.2020,,04.10.2020,04.10.2020,AB
417,C. corindum,North Key Largo,M,6.07,2.82,7.53,10.73,February,2020,81,winter,L,25.1820931,-80.3631938,non-diapausing,2.5.2020,,04.10.2020,04.10.2020,AB
418,C. corindum,North Key Largo,M,6.56,2.91,8.02,11.22,February,2020,81,winter,L,25.1820931,-80.3631938,non-diapausing,2.5.2020,,04.10.2020,04.10.2020,AB
419,C. corindum,North Key Largo,M,6.09,3.08,8.05,11.21,February,2020,81,winter,L,25.1820931,-80.3631938,non-diapausing,2.5.2020,wings torn at the end,04.10.2020,04.10.2020,AB
420,C. corindum,North Key Largo,F,7.02,3.06,7.35,10.48,February,2020,81,winter,L,25.1820931,-80.3631938,non-diapausing,2.5.2020,wings torn at the end,04.10.2020,04.10.2020,AB
421,C. corindum,North Key Largo,M,6.65,3.31,8.3,11.5,February,2020,81,winter,L,25.1820931,-80.3631938,non-diapausing,2.5.2020,,04.10.2020,04.10.2020,AB
423,C. corindum,North Key Largo,M,5.83,2.69,7.11,10.03,February,2020,81,winter,L,25.1820931,-80.3631938,non-diapausing,2.5.2020,,04.10.2020,04.10.2020,AB
424,C. corindum,North Key Largo,F,7.32,3.05,8.34,11.68,February,2020,81,winter,L,25.19515,-80.345916,non-diapausing,2.5.2020,,04.10.2020,04.10.2020,AB
425,C. corindum,North Key Largo,M,6.17,2.91,7.57,10.44,February,2020,81,winter,L,25.19515,-80.345916,non-diapausing,2.5.2020,,04.10.2020,04.10.2020,AB
426,C. corindum,North Key Largo,M,6.03,3.05,8.01,11,February,2020,81,winter,L,25.19515,-80.345916,non-diapausing,2.5.2020,,04.10.2020,04.10.2020,AB
427,C. corindum,North Key Largo,M,5.81,2.78,7.32,10.12,February,2020,81,winter,L,25.19515,-80.345916,non-diapausing,2.5.2020,,04.10.2020,04.10.2020,AB
428,C. corindum,North Key Largo,F,6.35,3.03,7.38,10.93,February,2020,81,winter,L,25.19515,-80.345916,non-diapausing,2.5.2020,,04.10.2020,04.10.2020,AB
429,C. corindum,North Key Largo,F,7.51,3.09,7.91,11.42,February,2020,81,winter,L,25.19515,-80.345916,non-diapausing,2.5.2020,,04.10.2020,04.10.2020,AB
431,C. corindum,North Key Largo,M,6.13,3.22,8.68,11.83,February,2020,81,winter,L,25.2734885,-80.3040957,non-diapausing,2.3.2020,,04.10.2020,04.10.2020,AB
432,C. corindum,North Key Largo,M,6.59,2.96,7.87,11.05,February,2020,81,winter,L,25.2734885,-80.3040957,non-diapausing,2.3.2020,,04.10.2020,04.10.2020,AB
433,C. corindum,North Key Largo,M,5.88,3.07,8.12,11.04,February,2020,81,winter,L,25.2734885,-80.3040957,non-diapausing,2.3.2020,wings torn at the end,04.10.2020,04.10.2020,AB
434,C. corindum,North Key Largo,M,6.3,2.99,7.93,11.11,February,2020,81,winter,L,25.2734885,-80.3040957,non-diapausing,2.3.2020,,04.10.2020,04.10.2020,AB
435,C. corindum,North Key Largo,M,5.93,3.03,7.89,10.85,February,2020,81,winter,L,25.2734885,-80.3040957,non-diapausing,2.3.2020,,04.10.2020,04.10.2020,AB
437,C. corindum,North Key Largo,M,5.92,3.35,8.93,12.04,February,2020,81,winter,L,25.2734885,-80.3040957,non-diapausing,2.3.2020,,04.10.2020,04.10.2020,AB
438,C. corindum,North Key Largo,F,6.79,3.61,9.77,13.39,February,2020,81,winter,L,25.2734885,-80.3040957,non-diapausing,2.3.2020,,04.10.2020,04.10.2020,AB
439,C. corindum,North Key Largo,M,5.68,2.78,7.72,10.29,February,2020,81,winter,L,25.2734885,-80.3040957,non-diapausing,2.3.2020,,04.10.2020,04.10.2020,AB
441,C. corindum,North Key Largo,M,6.23,3.34,8.89,12.04,February,2020,81,winter,L,25.2565615,-80.3108042,non-diapausing,2.4.2020,,04.10.2020,04.10.2020,AB
442,C. corindum,North Key Largo,M,5.86,2.91,7.99,11.06,February,2020,81,winter,L,25.2565615,-80.3108042,non-diapausing,2.4.2020,,04.10.2020,04.10.2020,AB
443,C. corindum,North Key Largo,M,5.56,3.24,8.16,11.42,February,2020,81,winter,L,25.2565615,-80.3108042,non-diapausing,2.4.2020,,04.10.2020,04.10.2020,AB
444,C. corindum,North Key Largo,M,6.29,2.9,7.78,10.89,February,2020,81,winter,L,25.2565615,-80.3108042,non-diapausing,2.4.2020,,04.10.2020,04.10.2020,AB
