ID,filename,trial_type,chamber,channel_letter,channel_num,set_number,average_speed,total_flight_time,distance,shortest_flying_bout,longest_flying_bout,portion_flying,total_duration,max_speed,test_date,time_start,time_end,duration_check,sex,population,county,site,host_plant,flew,flight_type,NOTES,mass,EWM,latitude,longitude,total_eggs
44,set012-3-04-2020-B2_44.txt,T2,B-2,B,2,12,0.3674142138359155,25.15999999999985,9.4245,0.0,13.020000000000437,0.011298775367232592,2226.789999999999,0.5416379310345507,2020-03-04,10:42:00,11:17:00,2100.0,F,Homestead,Miami-Dade,SW 296th St,K.elegans,Y,B,,0.066,N,25.491362,-80.485821,
144,set012-3-04-2020-B3_144.txt,T2,B-3,B,3,12,0.33321077421299994,85.46000000000005,25.13199999999999,0.0,50.599999999999454,0.03725906516630554,2293.67,0.4001910828023901,2020-03-04,9:30:00,10:01:00,1860.0,M,North Key Largo,North Key Largo,MM165,C. corindum,Y,B,,0.039,N,25.2275238,-80.3283788,
193,set012-3-04-2020-B3_193.txt,T2,B-3,B,3,12,0.5061931326392748,1967.45,3.7698,0.0,1965.96,0.8942670005954353,2200.0700000000006,0.4586131386860157,2020-03-04,8:53:00,09:25:00,1920.0,M,Gainesville,Alachua,23rd & 8th,K.elegans,N,,,0.04,N,29.66200224,-82.347313,
194,set012-3-04-2020-B3_194.txt,T2,B-3,B,3,12,0.0,0.0,0.6283,0.0,0.0,0.0,2225.23,0.0,2020-03-04,8:15:00,08:47:00,1920.0,M,Gainesville,Alachua,23rd & 8th,K.elegans,N,,,0.049,N,29.66200224,-82.347313,
415,set012-3-04-2020-B3_415.txt,T2,B-3,B,3,12,0.3404448295923168,40063.29,13851.50180000443,68.66000000000349,38678.08,0.9272409394868748,43206.99,1.3089583333444446,2020-03-04,10:07:00,22:07:43,43243.0,M,North Key Largo,North Key Largo,N. Dagny,C. corindum,Y,C,,0.042,N,25.1820931,-80.36319379999999,
113,set012-3-04-2020-B4_113.txt,T2,B-4,B,4,12,0.0,0.0,0.0,0.0,0.0,0.0,2294.51,0.0,2020-03-04,9:31:00,10:01:00,1800.0,M,Key Largo,Key Largo,KLMRL,C. corindum,N,,,0.039,N,25.1000151,-80.437522,
12,set012-3-04-2020-B4_12.txt,T2,B-4,B,4,12,0.0,0.0,0.0,0.0,0.0,0.0,2215.789999999999,0.0,2020-03-04,10:43:00,11:17:00,2040.0,F,Key Largo,Key Largo,KLMRL,C. corindum,N,,,0.138,Y,25.1000151,-80.437522,329.0
132,set012-3-04-2020-B4_132.txt,T2,B-4,B,4,12,0.0,0.0,0.0,0.0,0.0,0.0,2286.55,0.0,2020-03-04,8:15:00,08:47:00,1920.0,F,North Key Largo,North Key Largo,DD front,C. corindum,N,,,0.068,Y,25.273488500000003,-80.3040957,88.0
215,set012-3-04-2020-B4_215.txt,T2,B-4,B,4,12,0.24268215756156825,3926.0600000000068,3346.3257999998127,168.97000000000116,2160.9800000000014,0.1008807531149606,38917.83,1.3368085106349867,2020-03-04,11:20:00,17:20:34,21634.0,M,Key Largo,Key Largo,KLMRL,C. corindum,Y,C,SENSOR: voltage problem; stopped recording dips,0.045,N,25.1000151,-80.437522,
96,set012-3-04-2020-B4_96.txt,T2,B-4,B,4,12,0.0,0.0,0.0,0.0,0.0,0.0,2065.63,0.0,2020-03-04,10:09:00,10:40:00,1860.0,F,North Key Largo,North Key Largo,MM165,C. corindum,N,,,0.10400000000000001,N,25.2275238,-80.3283788,5.0
98,set012-3-04-2020-B4_98.txt,T2,B-4,B,4,12,0.0,0.0,0.0,0.0,0.0,0.0,2145.63,0.0,2020-03-04,8:54:00,09:25:00,1860.0,M,North Key Largo,North Key Largo,MM165,C. corindum,N,,,0.04,N,25.2275238,-80.3283788,
111,set013-3-05-2020-A1_111.txt,T2,A-1,A,1,13,0.0,0.0,0.0,0.0,0.0,0.0,2021.8700000000024,0.0,2020-03-05,14:07:00,14:40:00,1980.0,F,Key Largo,Key Largo,KLMRL,C. corindum,N,,,0.085,Y,25.1000151,-80.437522,171.0
143,set013-3-05-2020-A1_143.txt,T2,A-1,A,1,13,0.18308047006673245,18206.92999999999,3148.4112999998583,68.86000000000058,15461.289999999995,0.6834907829560233,26638.15,0.4363194444448413,2020-03-05,14:41:00,20:01:01,19201.0,M,North Key Largo,North Key Largo,MM165,C. corindum,Y,C,,0.035,N,25.2275238,-80.3283788,
22,set013-3-05-2020-A1_22.txt,T2,A-1,A,1,13,0.5257834515981037,1064.08,22.61879999999999,0.0,1006.5699999999997,0.4776735813398095,2227.63,1.231960784313198,2020-03-05,9:48:00,10:22:00,2040.0,M,North Key Largo,North Key Largo,DD front,C. corindum,N,,,0.046,N,25.273488500000003,-80.3040957,
236,set013-3-05-2020-A1_236.txt,T2,A-1,A,1,13,0.5812487800049706,218.3700000000008,125.03169999999972,65.96000000000096,144.8999999999996,0.07144983918305672,3056.2700000000004,0.6613684210533913,2020-03-05,11:01:00,11:38:00,2220.0,M,North Key Largo,North Key Largo,Dagny Trellis,C. corindum,Y,B,,0.042,N,25.1755702,-80.36780089,
315,set013-3-05-2020-A1_315.txt,T2,A-1,A,1,13,0.4455145732262892,6.690000000000055,5.6547,0.0,6.690000000000055,0.003008431703204071,2223.7500000000005,0.5609821428571975,2020-03-05,9:11:00,09:46:00,2100.0,M,Key Largo,Key Largo,KLMRL,C. corindum,Y,B,,0.035,N,25.1000151,-80.437522,
359,set013-3-05-2020-A1_359.txt,T2,A-1,A,1,13,0.3048945266054195,1516.6399999999994,5.6547,0.0,1491.4300000000005,0.6702048211405461,2262.9500000000007,0.3471270718236509,2020-03-05,13:29:00,14:05:00,2160.0,M,North Key Largo,North Key Largo,N. Dagny,C. corindum,Y,B,,0.031,N,25.1820931,-80.36319379999999,
4,set013-3-05-2020-A1_4.txt,T2,A-1,A,1,13,0.0,0.0,0.6283,0.0,0.0,0.0,2429.6700000000023,0.0,2020-03-05,12:49:00,13:25:00,2160.0,M,Plantation Key,Plantation Key,Aregood Ln,C. corindum,N,,,0.044000000000000004,N,24.9735748,-80.5539224,
419,set013-3-05-2020-A1_419.txt,T2,A-1,A,1,13,0.3899361359706224,1732.5599999999986,16.964099999999995,106.55999999999949,1427.7400000000007,0.7934165876712137,2183.669999999999,0.7953164556953235,2020-03-05,10:25:00,11:00:00,2100.0,M,North Key Largo,North Key Largo,N. Dagny,C. corindum,N,,,0.040999999999999995,N,25.1820931,-80.36319379999999,
424,set013-3-05-2020-A1_424.txt,T2,A-1,A,1,13,0.0,0.0,1.2566,0.0,0.0,0.0,2262.63,0.0,2020-03-05,8:34:00,09:09:00,2100.0,F,North Key Largo,North Key Largo,Charlemagne,C. corindum,N,,,0.09,Y,25.19515,-80.345916,39.0
100,set013-3-05-2020-A2_100.txt,T2,A-2,A,2,13,0.34752871334805513,9246.7,2764.519999999948,0.0,9246.7,0.8993453347196301,10281.59,0.6346464646477706,2020-03-05,13:28:00,16:08:00,9600.0,M,North Key Largo,North Key Largo,MM165,C. corindum,Y,C,,0.047,N,25.2275238,-80.3283788,
11,set013-3-05-2020-A2_11.txt,T2,A-2,A,2,13,0.384047946009609,3465.4400000000005,1310.005500000019,0.0,3465.4400000000005,0.7482763758224059,4631.23,0.5149999999998924,2020-03-05,10:26:00,11:28:00,3720.0,M,Key Largo,Key Largo,KLMRL,C. corindum,Y,C,,0.049,N,25.1000151,-80.437522,
322,set013-3-05-2020-A2_322.txt,T2,A-2,A,2,13,0.0,0.0,0.0,0.0,0.0,0.0,2228.67,0.0,2020-03-05,9:49:00,10:22:00,1980.0,F,North Key Largo,North Key Largo,DD front,C. corindum,N,,,0.047,M,25.273488500000003,-80.3040957,
355,set013-3-05-2020-A2_355.txt,T2,A-2,A,2,13,0.33074413670193586,36.860000000000014,11.309399999999998,0.0,36.860000000000014,0.016241677572296626,2269.47,0.5279831932772993,2020-03-05,8:35:00,09:09:00,2040.0,M,North Key Largo,North Key Largo,N. Dagny,C. corindum,Y,B,,0.034,N,25.1820931,-80.36319379999999,
358,set013-3-05-2020-A2_358.txt,T2,A-2,A,2,13,0.0,0.0,0.6283,0.0,0.0,0.0,2288.1900000000023,0.0,2020-03-05,12:50:00,13:25:00,2100.0,M,North Key Largo,North Key Largo,N. Dagny,C. corindum,N,,,0.028999999999999998,N,25.1820931,-80.36319379999999,
382,set013-3-05-2020-A2_382.txt,T2,A-2,A,2,13,0.18456490396139427,1797.140000000003,316.0349000000012,220.54999999999927,923.4900000000017,0.5999686184436755,2995.390000000003,0.3951572327043663,2020-03-05,16:18:00,17:09:00,3060.0,M,Plantation Key,Plantation Key,Founder's,C. corindum,Y,C,,0.037000000000000005,N,24.96424,-80.5673321,
50,set013-3-05-2020-A2_50.txt,T2,A-2,A,2,13,0.0,0.0,0.0,0.0,0.0,0.0,2224.59,0.0,2020-03-05,9:12:00,09:46:00,2040.0,M,Homestead,Miami-Dade,SW 296th St,K.elegans,N,,,0.049,N,25.491362,-80.485821,
140,set013-3-05-2020-A3_140.txt,T2,A-3,A,3,13,0.3796939626676966,32234.090000000004,12063.36000000355,93.11000000000057,29967.94,0.9671371123203876,33329.39,0.6684042553200802,2020-03-05,12:51:00,22:05:20,33260.0,F,North Key Largo,North Key Largo,Dagny Trellis,C. corindum,Y,BC,,0.1,Y,25.1755702,-80.36780089,46.0
204,set013-3-05-2020-A3_204.txt,T2,A-3,A,3,13,0.18440272464228516,5739.2,990.2007999999839,0.0,5739.2,0.6772724537083475,8473.99,0.4133552631578997,2020-03-05,8:36:00,10:40:00,7440.0,M,Plantation Key,Plantation Key,Aregood Ln,C. corindum,Y,BC,,0.037000000000000005,N,24.9735748,-80.5539224,
400,set013-3-05-2020-A3_400.txt,T2,A-3,A,3,13,0.0,0.0,0.0,0.0,0.0,0.0,3046.7899999999986,0.0,2020-03-05,11:02:00,11:38:00,2160.0,M,Key Largo,Key Largo,KLMRL,C. corindum,N,,,0.045,N,25.1000151,-80.437522,
15,set013-3-05-2020-A4_15.txt,T2,A-4,A,4,13,0.33128068355868506,58.18999999999983,20.733899999999988,0.0,29.61000000000001,0.025552974447025482,2277.23,0.5370085470085658,2020-03-05,8:37:00,09:09:00,1920.0,M,Key Largo,Key Largo,JP,C. corindum,Y,B,,0.046,N,25.1284578,-80.4080913,
153,set013-3-05-2020-A4_153.txt,T2,A-4,A,4,13,0.7282262509838469,952.1399999999994,86.70539999999998,63.4300000000003,379.61999999999983,0.4357321007711139,2185.15,1.3962222222227865,2020-03-05,10:27:00,11:00:00,1980.0,M,Homestead,Miami-Dade,SW 296th St,K.elegans,N,,,0.028999999999999998,N,25.491362,-80.485821,
154,set013-3-05-2020-A4_154.txt,T2,A-4,A,4,13,0.25334677419359297,0.0,1.8849,0.0,0.0,0.0,3039.4300000000007,0.0,2020-03-05,11:03:00,11:38:00,2100.0,M,Homestead,Miami-Dade,SW 296th St,K.elegans,N,,,0.028999999999999998,N,25.491362,-80.485821,
164,set013-3-05-2020-A4_164.txt,T2,A-4,A,4,13,0.2829226809303464,9566.9,2629.435499999979,0.0,5464.810000000001,0.3873033454500997,24701.31,1.3089583333345238,2020-03-05,15:13:00,18:18:32,11132.0,F,Lake Placid,Highlands,110N Main,K.elegans,Y,BC,,0.069,Y,27.298631,-81.36615,61.0
28,set013-3-05-2020-A4_28.txt,T2,A-4,A,4,13,0.8089546052959047,50.409999999999854,16.335799999999995,0.0,34.110000000000575,0.021028787872467296,2397.189999999999,1.3658695652091817,2020-03-05,13:29:00,14:05:00,2160.0,M,North Key Largo,North Key Largo,Charlemagne,C. corindum,Y,B,,0.035,N,25.19515,-80.345916,
30,set013-3-05-2020-A4_30.txt,T2,A-4,A,4,13,0.0,0.0,0.0,0.0,0.0,0.0,1927.3499999999985,0.0,2020-03-05,14:42:00,15:01:00,1140.0,F,North Key Largo,North Key Largo,Charlemagne,C. corindum,N,,,0.11199999999999999,Y,25.19515,-80.345916,278.0
352,set013-3-05-2020-A4_352.txt,T2,A-4,A,4,13,0.6574935273297178,48.55999999999767,7.539600000000001,0.0,34.77999999999884,0.023993635954877343,2023.8700000000024,1.2822448979549947,2020-03-05,14:08:00,14:40:00,1920.0,M,North Key Largo,North Key Largo,N. Dagny,C. corindum,Y,B,,0.033,N,25.1820931,-80.36319379999999,
41,set013-3-05-2020-A4_41.txt,T2,A-4,A,4,13,0.5005393791362028,411.74999999999915,38.32630000000001,66.96999999999935,281.0699999999997,0.18480783127392805,2227.9900000000007,1.3368085106375736,2020-03-05,9:50:00,10:22:00,1920.0,F,Homestead,Miami-Dade,SW 296th St,K.elegans,N,,,0.12300000000000001,Y,25.491362,-80.485821,255.0
425,set013-3-05-2020-A4_425.txt,T2,A-4,A,4,13,0.21282952500703467,0.0,2.5132,0.0,0.0,0.0,2224.1500000000005,0.2628870292886669,2020-03-05,9:13:00,09:46:00,1980.0,M,North Key Largo,North Key Largo,Charlemagne,C. corindum,Y,B,,0.042,N,25.19515,-80.345916,
52,set013-3-05-2020-A4_52.txt,T2,A-4,A,4,13,0.3846629595804021,682.9200000000019,28.273499999999984,0.0,617.3000000000011,0.3004236337481699,2273.189999999999,0.6283,2020-03-05,12:52:00,13:25:00,1980.0,M,Lake Placid,Highlands,110N Main,K.elegans,Y,B,,0.039,N,27.298631,-81.36615,
183,set013-3-05-2020-B1_183.txt,T2,B-1,B,1,13,0.3198852185036916,24036.45,7479.283200001299,0.0,24036.45,0.955503683247475,25155.79,0.5416379310343383,2020-03-05,9:14:00,15:58:00,24240.0,M,Leesburg,Lake,Mount & 8th,K.elegans,Y,C,,0.039,N,28.7963435,-81.8778849,
229,set013-3-05-2020-B1_229.txt,T2,B-1,B,1,13,0.0,0.0,0.0,0.0,0.0,0.0,2984.91,0.0,2020-03-05,16:19:00,17:09:00,3000.0,F,North Key Largo,North Key Largo,Charlemagne,C. corindum,N,,,0.099,Y,25.19515,-80.345916,347.0
27,set013-3-05-2020-B1_27.txt,T2,B-1,B,1,13,0.0,0.0,0.0,0.0,0.0,0.0,3045.19,0.0,2020-03-05,8:38:00,09:09:00,1860.0,F,North Key Largo,North Key Largo,Charlemagne,C. corindum,N,,,0.08800000000000001,Y,25.19515,-80.345916,158.0
112,set013-3-05-2020-B2_112.txt,T2,B-2,B,2,13,0.0,0.0,0.6283,0.0,0.0,0.0,2978.390000000003,0.0,2020-03-05,16:20:00,17:09:00,2940.0,F,Key Largo,Key Largo,KLMRL,C. corindum,N,,,0.083,Y,25.1000151,-80.437522,241.0
137,set013-3-05-2020-B2_137.txt,T2,B-2,B,2,13,0.3913931207881716,28.470000000001164,12.565999999999995,0.0,28.470000000001164,0.014362901639096747,1982.1899999999987,0.5108130081302625,2020-03-05,15:45:00,16:17:00,1920.0,M,North Key Largo,North Key Largo,Dagny Trellis,C. corindum,Y,C,,0.05,N,25.1755702,-80.36780089,
149,set013-3-05-2020-B2_149.txt,T2,B-2,B,2,13,0.0,0.0,0.0,0.0,0.0,0.0,2235.75,0.0,2020-03-05,10:28:00,11:00:00,1920.0,F,North Key Largo,North Key Largo,Dynamite Docks,C. corindum,N,,,0.09,N,25.286747000000002,-80.290592,72.0
310,set013-3-05-2020-B2_310.txt,T2,B-2,B,2,13,0.29665803205769914,20.980000000000018,6.2829999999999995,0.0,20.980000000000018,0.007007839561225075,2993.79,0.3784939759036477,2020-03-05,8:39:00,09:09:00,1800.0,M,Plantation Key,Plantation Key,Founder's,C. corindum,Y,B,,0.044000000000000004,N,24.96424,-80.5673321,
371,set013-3-05-2020-B2_371.txt,T2,B-2,B,2,13,0.200434060435278,1897.3200000000006,363.78570000000303,0.0,1897.3200000000006,0.8510489416387448,2229.3899999999994,0.3976582278481196,2020-03-05,9:51:00,10:24:00,1980.0,M,Lake Placid,Highlands,110N Main,K.elegans,Y,CB,,0.03,N,27.298631,-81.36615,
392,set013-3-05-2020-B2_392.txt,T2,B-2,B,2,13,0.0,0.0,0.0,0.0,0.0,0.0,2237.95,0.0,2020-03-05,9:15:00,09:46:00,1860.0,M,Plantation Key,Plantation Key,Founder's,C. corindum,N,,,0.037000000000000005,N,24.96424,-80.5673321,
90,set013-3-05-2020-B2_90.txt,T2,B-2,B,2,13,0.21356441071998095,15098.0,3148.4112999998583,82.73999999999795,14852.98,0.8963711159280124,16843.47,0.3414673913043208,2020-03-05,11:05:00,15:45:00,16800.0,M,Gainesville,Alachua,23rd & 8th,K.elegans,Y,BC,,0.039,N,29.66200224,-82.347313,
217,set013-3-05-2020-B3_217.txt,T2,B-3,B,3,13,0.0,0.0,0.0,0.0,0.0,0.0,2837.350000000001,0.0,2020-03-05,11:06:00,11:38:00,1920.0,F,Key Largo,Key Largo,JP,C. corindum,N,,,0.098,Y,25.1284578,-80.4080913,81.0
327,set013-3-05-2020-B3_327.txt,T2,B-3,B,3,13,0.0,0.0,0.0,0.0,0.0,0.0,2970.3100000000013,0.0,2020-03-05,16:21:00,17:09:00,2880.0,F,North Key Largo,North Key Largo,DD front,C. corindum,N,,,0.08,Y,25.273488500000003,-80.3040957,225.0
329,set013-3-05-2020-B3_329.txt,T2,B-3,B,3,13,0.2890432144083908,0.0,1.8849,0.0,0.0,0.0,2352.07,0.15067146282966784,2020-03-05,12:53:00,13:25:00,1920.0,F,North Key Largo,North Key Largo,DD front,C. corindum,N,,,0.085,Y,25.273488500000003,-80.3040957,221.0
345,set013-3-05-2020-B3_345.txt,T2,B-3,B,3,13,0.0,0.0,0.0,0.0,0.0,0.0,2230.1900000000005,0.0,2020-03-05,9:52:00,10:22:00,1800.0,F,North Key Largo,North Key Largo,Dagny Trellis,C. corindum,N,,,0.079,Y,25.1755702,-80.36780089,63.0
350,set013-3-05-2020-B3_350.txt,T2,B-3,B,3,13,0.2763741563501215,8095.919999999997,2165.750100000087,0.0,8095.919999999997,0.8100885843021771,9993.87,0.4870542635669354,2020-03-05,13:32:00,16:12:00,9600.0,M,North Key Largo,North Key Largo,MM165,C. corindum,Y,BC,,0.038,N,25.2275238,-80.3283788,
43,set013-3-05-2020-B3_43.txt,T2,B-3,B,3,13,0.0,0.0,0.0,0.0,0.0,0.0,3020.2700000000004,0.0,2020-03-05,9:16:00,09:46:00,1800.0,F,Homestead,Miami-Dade,SW 296th St,K.elegans,N,,,0.067,Y,25.491362,-80.485821,54.0
57,set013-3-05-2020-B3_57.txt,T2,B-3,B,3,13,0.3592753264604865,0.0,1.8849,0.0,0.0,0.0,2233.15,0.50264,2020-03-05,10:29:00,11:00:00,1860.0,M,Lake Placid,Highlands,110N Main,K.elegans,N,,,0.033,N,27.298631,-81.36615,
19,set013-3-05-2020-B4_19.txt,T2,B-4,B,4,13,0.2487926124124004,6622.520000000004,1621.0140000000592,0.0,5913.2800000000025,0.8376585348577474,7905.9900000000025,0.3255440414507281,2020-03-05,13:33:00,15:33:00,7200.0,F,Key Largo,Key Largo,JP,C. corindum,Y,BC,,0.045,N,25.1284578,-80.4080913,
21,set013-3-05-2020-B4_21.txt,T2,B-4,B,4,13,0.1905994361407325,2815.1800000000007,524.630500000008,0.0,2815.1800000000007,0.9503583448955676,2962.230000000003,0.35297752809011845,2020-03-05,16:22:00,17:09:00,2820.0,M,North Key Largo,North Key Largo,DD front,C. corindum,Y,B,,0.044000000000000004,N,25.273488500000003,-80.3040957,
326,set013-3-05-2020-B4_326.txt,T2,B-4,B,4,13,0.0,0.0,0.0,0.0,0.0,0.0,2828.91,0.0,2020-03-05,11:07:00,11:38:00,1860.0,F,North Key Largo,North Key Largo,DD front,C. corindum,N,,,0.122,Y,25.273488500000003,-80.3040957,147.0
394,set013-3-05-2020-B4_394.txt,T2,B-4,B,4,13,0.34762659406754925,1307.9900000000016,18.848999999999997,0.0,1257.0600000000013,0.556309783556412,2351.1900000000023,0.4001910828026219,2020-03-05,12:54:00,13:25:00,1860.0,M,Plantation Key,Plantation Key,Founder's,C. corindum,Y,B,,0.032,N,24.96424,-80.5673321,
437,set013-3-05-2020-B4_437.txt,T2,B-4,B,4,13,0.0,0.0,0.0,0.0,0.0,0.0,3052.07,0.0,2020-03-05,10:30:00,11:00:00,1800.0,M,North Key Largo,North Key Largo,DD front,C. corindum,N,,,0.045,N,25.273488500000003,-80.3040957,
99,set013-3-05-2020-B4_99.txt,T2,B-4,B,4,13,0.0,0.0,0.0,0.0,0.0,0.0,2090.1100000000006,0.0,2020-03-05,15:44:00,16:17:00,1980.0,M,North Key Largo,North Key Largo,MM165,C. corindum,N,,,0.038,N,25.2275238,-80.3283788,
208,set014-3-06-2020-A1_208.txt,T2,A-1,A,1,14,0.21625652702741804,57.03999999999907,19.477299999999996,0.0,18.27999999999884,0.02780445241704681,2051.4700000000007,0.5817592592592984,2020-03-06,12:51:00,13:23:00,1920.0,M,Plantation Key,Plantation Key,Founder's,C. corindum,Y,B,,0.040999999999999995,N,24.96424,-80.5673321,
318,set014-3-06-2020-A1_318.txt,T2,A-1,A,1,14,0.21015540039576008,677.6500000000016,5.0264,0.0,664.75,0.33169521143030634,2042.99,0.43937062937054,2020-03-06,12:16:00,12:48:00,1920.0,F,Key Largo,Key Largo,JP,C. corindum,N,,,0.062,Y,25.1284578,-80.4080913,91.0
38,set014-3-06-2020-A1_38.txt,T2,A-1,A,1,14,0.4237956612582496,24511.07,10213.644800002641,0.0,24455.11,0.741131229531717,33072.509999999995,0.5871962616824027,2020-03-06,13:25:00,20:14:20,24560.0,M,North Key Largo,North Key Largo,Dagny Trellis,C. corindum,Y,C,,0.042,N,25.1755702,-80.36780089,
409,set014-3-06-2020-A1_409.txt,T2,A-1,A,1,14,0.3214763114368619,8618.699999999999,2680.956099999967,0.0,8523.55,0.8334920946533377,10340.47,0.7305813953489222,2020-03-06,8:50:00,11:40:00,10200.0,M,Key Largo,Key Largo,JP,C. corindum,Y,BC,,0.04,N,25.1284578,-80.4080913,
97,set014-3-06-2020-A1_97.txt,T2,A-1,A,1,14,0.0,0.0,0.0,0.0,0.0,0.0,2015.51,0.0,2020-03-06,11:42:00,12:15:00,1980.0,F,North Key Largo,North Key Largo,MM165,C. corindum,N,,,0.13,Y,25.2275238,-80.3283788,249.0
403,set014-3-06-2020-A2_403.txt,T2,A-2,A,2,14,0.38221140936372666,36947.45,13710.762600004358,0.0,36947.45,0.7811533071070408,47298.59,0.8490540540522175,2020-03-06,9:27:00,19:44:17,37037.0,M,Plantation Key,Plantation Key,Founder's,C. corindum,Y,C,,0.055999999999999994,N,24.96424,-80.5673321,8.0
410,set014-3-06-2020-A2_410.txt,T2,A-2,A,2,14,0.3824310603065726,770.77,28.901799999999987,0.0,703.5500000000002,0.34650848097680714,2224.39,0.5279831932772867,2020-03-06,8:51:00,09:25:00,2040.0,M,Key Largo,Key Largo,JP,C. corindum,Y,B,,0.053,N,25.1284578,-80.4080913,
202,set014-3-06-2020-A3_202.txt,T2,A-3,A,3,14,0.0,0.0,0.0,0.0,0.0,0.0,2059.6700000000005,0.0,2020-03-06,9:28:00,10:00:00,1920.0,M,Plantation Key,Plantation Key,Aregood Ln,C. corindum,N,,,0.053,N,24.9735748,-80.5539224,
223,set014-3-06-2020-A3_223.txt,T2,A-3,A,3,14,0.405756240288876,39083.77,15756.507400005365,0.0,39083.77,0.9976317465422556,39176.55,1.0832758620657041,2020-03-06,11:43:00,22:35:37,39157.0,F,North Key Largo,North Key Largo,DD front,C. corindum,Y,BC,,0.044000000000000004,N,25.273488500000003,-80.3040957,
35,set014-3-06-2020-A3_35.txt,T2,A-3,A,3,14,0.3299444213867891,44.570000000000036,11.937699999999998,0.0,23.909999999999968,0.01997230674093361,2231.59,0.4688805970149142,2020-03-06,8:52:00,09:25:00,1980.0,M,North Key Largo,North Key Largo,Carysfort,C. corindum,Y,B,,0.05,N,25.2565615,-80.3108042,
438,set014-3-06-2020-A3_438.txt,T2,A-3,A,3,14,0.3703895344806027,5281.3499999999985,1922.5980000000986,0.0,5243.27,0.8722079552116792,6055.1500000000015,0.6283,2020-03-06,10:01:00,11:40:00,5940.0,F,North Key Largo,North Key Largo,DD front,C. corindum,Y,BC,,0.07200000000000001,Y,25.273488500000003,-80.3040957,7.0
159,set014-3-06-2020-A4_159.txt,T2,A-4,A,4,14,0.2277681809482805,24759.83,5314.789700000236,0.0,24759.83,0.7958056639510739,31112.91,0.36958823529395946,2020-03-06,13:58:00,20:51:00,24780.0,M,Homestead,Miami-Dade,SW 296th St,K.elegans,Y,B,,0.036000000000000004,N,25.491362,-80.485821,
227,set014-3-06-2020-A4_227.txt,T2,A-4,A,4,14,0.3542766044019321,6.110000000000582,3.1415,0.0,5.130000000001019,0.0032149941856491177,1900.4700000000007,0.519256198347482,2020-03-06,13:26:00,13:56:00,1800.0,F,North Key Largo,North Key Largo,Charlemagne,C. corindum,N,,,0.11199999999999999,Y,25.19515,-80.345916,318.0
237,set014-3-06-2020-A4_237.txt,T2,A-4,A,4,14,0.0,0.0,0.0,0.0,0.0,0.0,2060.11,0.0,2020-03-06,9:29:00,10:00:00,1860.0,F,North Key Largo,North Key Largo,Dagny Trellis,C. corindum,N,,,0.079,Y,25.1755702,-80.36780089,59.0
242,set014-3-06-2020-A4_242.txt,T2,A-4,A,4,14,0.28396412682202954,2622.039999999999,679.1923,0.0,1846.17,0.43005483033431213,6096.9900000000025,1.3658695652145827,2020-03-06,11:09:00,12:38:00,5340.0,M,North Key Largo,North Key Largo,MM165,C. corindum,Y,C,,0.046,N,25.2275238,-80.3283788,
306,set014-3-06-2020-A4_306.txt,T2,A-4,A,4,14,0.3874788676755556,176.67000000000095,48.379100000000065,69.52000000000044,79.89000000000033,0.08983022407980888,1966.710000000001,1.3658695652172832,2020-03-06,10:37:00,11:09:00,1920.0,M,Plantation Key,Plantation Key,Founder's,C. corindum,Y,B,,0.052000000000000005,N,24.96424,-80.5673321,
384,set014-3-06-2020-A4_384.txt,T2,A-4,A,4,14,0.26584255334053275,31.06999999999971,10.6811,0.0,31.06999999999971,0.015337832167486803,2025.710000000001,0.3902484472048278,2020-03-06,12:52:00,13:23:00,1860.0,M,Plantation Key,Plantation Key,Founder's,C. corindum,Y,B,,0.033,N,24.96424,-80.5673321,
411,set014-3-06-2020-A4_411.txt,T2,A-4,A,4,14,0.0,0.0,1.2566,0.0,0.0,0.0,2120.11,0.0,2020-03-06,10:02:00,10:35:00,1980.0,M,North Key Largo,North Key Largo,N. Dagny,C. corindum,N,,,0.048,N,25.1820931,-80.36319379999999,
413,set014-3-06-2020-A4_413.txt,T2,A-4,A,4,14,0.6674684397032812,6.109999999999986,1.8849,0.0,6.109999999999986,0.0027277881700603977,2239.91,1.0832758620689953,2020-03-06,8:53:00,09:25:00,1920.0,M,North Key Largo,North Key Largo,N. Dagny,C. corindum,N,,,0.055999999999999994,N,25.1820931,-80.36319379999999,
439,set014-3-06-2020-B1_439.txt,T2,B-1,B,1,14,0.2196625364526124,41331.34,8756.617100001926,0.0,30509.61,0.8700603886115671,47503.99,0.4274149659863949,2020-03-06,8:53:00,20:24:10,41470.0,M,North Key Largo,North Key Largo,DD front,C. corindum,Y,C,BUG: flying in place throughout the reording; flying in place next day too,0.04,N,25.273488500000003,-80.3040957,
56,set014-3-06-2020-B2_56.txt,T2,B-2,B,2,14,0.3136671235113231,26340.99,8057.947500001584,79.56000000000131,26230.27,0.9739693007836202,27044.99,0.5150000000000364,2020-03-06,8:54:00,16:21:00,26820.0,M,Lake Placid,Highlands,110N Main,K.elegans,Y,C,,0.049,N,27.298631,-81.36615,
151,set014-3-06-2020-B3_151.txt,T2,B-3,B,3,14,0.23781027001867636,22007.23,5059.6999000001115,192.50000000000003,18885.73,0.5357478372027181,41077.59,1.029999999999017,2020-03-06,10:38:00,10:50:00,720.0,F,Homestead,Miami-Dade,SW 296th St,K.elegans,Y,C,,0.081,Y,25.491362,-80.485821,44.0
